# step       rmse_trn   rmse_lc_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
 199500      1.12e-01      3.55e-03    3.3e-04
 199600      1.45e-01      4.59e-03    3.3e-04
 199700      1.51e-01      4.78e-03    3.3e-04
 199800      1.48e-01      4.68e-03    3.3e-04
 199900      1.28e-01      4.06e-03    3.3e-04
 200000      1.41e-01      4.46e-03    3.2e-04
 200100      1.28e-01      4.04e-03    3.2e-04
 200200      1.40e-01      4.42e-03    3.2e-04
 200300      1.24e-01      3.93e-03    3.2e-04
 200400      1.28e-01      4.04e-03    3.2e-04
 200500      1.56e-01      4.92e-03    3.2e-04
 200600      1.59e-01      5.01e-03    3.2e-04
 200700      1.32e-01      4.17e-03    3.2e-04
 200800      1.07e-01      3.38e-03    3.2e-04
 200900      1.53e-01      4.83e-03    3.2e-04
 201000      1.16e-01      3.66e-03    3.2e-04
 201100      1.16e-01      3.66e-03    3.2e-04
 201200      1.58e-01      5.00e-03    3.2e-04
 201300      1.55e-01      4.90e-03    3.2e-04
 201400      1.48e-01      4.68e-03    3.2e-04
 201500      1.47e-01      4.65e-03    3.2e-04
 201600      1.51e-01      4.79e-03    3.2e-04
 201700      1.50e-01      4.73e-03    3.2e-04
 201800      1.52e-01      4.80e-03    3.2e-04
 201900      1.32e-01      4.18e-03    3.2e-04
 202000      1.10e-01      3.48e-03    3.2e-04
 202100      1.52e-01      4.81e-03    3.2e-04
 202200      1.44e-01      4.55e-03    3.2e-04
 202300      1.17e-01      3.71e-03    3.2e-04
 202400      1.11e-01      3.50e-03    3.2e-04
 202500      1.28e-01      4.05e-03    3.2e-04
 202600      1.32e-01      4.18e-03    3.2e-04
 202700      1.26e-01      3.98e-03    3.2e-04
 202800      1.54e-01      4.88e-03    3.2e-04
 202900      1.36e-01      4.29e-03    3.2e-04
 203000      1.09e-01      3.46e-03    3.2e-04
 203100      1.19e-01      3.75e-03    3.2e-04
 203200      1.39e-01      4.38e-03    3.2e-04
 203300      1.54e-01      4.86e-03    3.2e-04
 203400      1.15e-01      3.62e-03    3.2e-04
 203500      1.16e-01      3.66e-03    3.2e-04
 203600      1.09e-01      3.43e-03    3.2e-04
 203700      1.24e-01      3.93e-03    3.2e-04
 203800      1.40e-01      4.44e-03    3.2e-04
 203900      1.24e-01      3.94e-03    3.2e-04
 204000      1.31e-01      4.15e-03    3.2e-04
 204100      1.33e-01      4.20e-03    3.2e-04
 204200      1.06e-01      3.35e-03    3.2e-04
 204300      1.14e-01      3.62e-03    3.2e-04
 204400      1.28e-01      4.05e-03    3.2e-04
 204500      1.09e-01      3.43e-03    3.2e-04
 204600      1.14e-01      3.61e-03    3.2e-04
 204700      1.21e-01      3.82e-03    3.2e-04
 204800      1.39e-01      4.38e-03    3.2e-04
 204900      1.08e-01      3.42e-03    3.2e-04
 205000      1.56e-01      4.94e-03    3.1e-04
 205100      1.51e-01      4.78e-03    3.1e-04
 205200      1.49e-01      4.71e-03    3.1e-04
 205300      1.19e-01      3.77e-03    3.1e-04
 205400      1.38e-01      4.35e-03    3.1e-04
 205500      1.26e-01      3.97e-03    3.1e-04
 205600      1.29e-01      4.08e-03    3.1e-04
 205700      1.43e-01      4.52e-03    3.1e-04
 205800      1.42e-01      4.48e-03    3.1e-04
 205900      1.32e-01      4.17e-03    3.1e-04
 206000      1.32e-01      4.16e-03    3.1e-04
 206100      1.43e-01      4.51e-03    3.1e-04
 206200      1.40e-01      4.43e-03    3.1e-04
 206300      1.17e-01      3.70e-03    3.1e-04
 206400      1.39e-01      4.41e-03    3.1e-04
 206500      1.33e-01      4.22e-03    3.1e-04
 206600      1.26e-01      3.98e-03    3.1e-04
 206700      1.43e-01      4.52e-03    3.1e-04
 206800      1.38e-01      4.35e-03    3.1e-04
 206900      1.55e-01      4.90e-03    3.1e-04
 207000      1.30e-01      4.12e-03    3.1e-04
 207100      1.30e-01      4.10e-03    3.1e-04
 207200      1.39e-01      4.39e-03    3.1e-04
 207300      1.43e-01      4.53e-03    3.1e-04
 207400      1.24e-01      3.92e-03    3.1e-04
 207500      1.13e-01      3.58e-03    3.1e-04
 207600      1.49e-01      4.72e-03    3.1e-04
 207700      1.36e-01      4.31e-03    3.1e-04
 207800      1.48e-01      4.67e-03    3.1e-04
 207900      1.21e-01      3.83e-03    3.1e-04
 208000      1.17e-01      3.70e-03    3.1e-04
 208100      1.51e-01      4.76e-03    3.1e-04
 208200      1.44e-01      4.55e-03    3.1e-04
 208300      1.23e-01      3.89e-03    3.1e-04
 208400      1.53e-01      4.83e-03    3.1e-04
 208500      1.06e-01      3.34e-03    3.1e-04
 208600      1.38e-01      4.37e-03    3.1e-04
 208700      1.01e-01      3.21e-03    3.1e-04
 208800      9.95e-02      3.15e-03    3.1e-04
 208900      1.32e-01      4.17e-03    3.1e-04
 209000      1.40e-01      4.44e-03    3.1e-04
 209100      1.54e-01      4.88e-03    3.1e-04
 209200      1.10e-01      3.49e-03    3.1e-04
 209300      1.10e-01      3.48e-03    3.1e-04
 209400      1.36e-01      4.31e-03    3.1e-04
 209500      1.48e-01      4.68e-03    3.1e-04
 209600      1.53e-01      4.84e-03    3.1e-04
 209700      1.53e-01      4.85e-03    3.1e-04
 209800      1.44e-01      4.56e-03    3.1e-04
 209900      1.49e-01      4.70e-03    3.1e-04
 210000      1.25e-01      3.95e-03    3.0e-04
 210100      1.56e-01      4.93e-03    3.0e-04
 210200      1.23e-01      3.90e-03    3.0e-04
 210300      1.51e-01      4.77e-03    3.0e-04
 210400      1.17e-01      3.70e-03    3.0e-04
 210500      1.44e-01      4.56e-03    3.0e-04
 210600      1.48e-01      4.68e-03    3.0e-04
 210700      1.42e-01      4.48e-03    3.0e-04
 210800      1.26e-01      3.97e-03    3.0e-04
 210900      1.46e-01      4.60e-03    3.0e-04
 211000      1.51e-01      4.78e-03    3.0e-04
 211100      1.16e-01      3.66e-03    3.0e-04
 211200      1.39e-01      4.39e-03    3.0e-04
 211300      1.44e-01      4.57e-03    3.0e-04
 211400      1.12e-01      3.55e-03    3.0e-04
 211500      1.32e-01      4.18e-03    3.0e-04
 211600      1.13e-01      3.57e-03    3.0e-04
 211700      1.30e-01      4.11e-03    3.0e-04
 211800      1.16e-01      3.66e-03    3.0e-04
 211900      1.26e-01      3.98e-03    3.0e-04
 212000      1.30e-01      4.11e-03    3.0e-04
 212100      1.61e-01      5.08e-03    3.0e-04
 212200      1.45e-01      4.58e-03    3.0e-04
 212300      1.45e-01      4.60e-03    3.0e-04
 212400      1.47e-01      4.65e-03    3.0e-04
 212500      1.09e-01      3.45e-03    3.0e-04
 212600      1.26e-01      3.99e-03    3.0e-04
 212700      1.43e-01      4.52e-03    3.0e-04
 212800      1.31e-01      4.14e-03    3.0e-04
 212900      1.50e-01      4.75e-03    3.0e-04
 213000      1.43e-01      4.51e-03    3.0e-04
 213100      1.42e-01      4.49e-03    3.0e-04
 213200      1.55e-01      4.89e-03    3.0e-04
 213300      1.42e-01      4.49e-03    3.0e-04
 213400      1.45e-01      4.59e-03    3.0e-04
 213500      1.30e-01      4.10e-03    3.0e-04
 213600      1.25e-01      3.96e-03    3.0e-04
 213700      1.35e-01      4.25e-03    3.0e-04
 213800      1.25e-01      3.96e-03    3.0e-04
 213900      1.60e-01      5.07e-03    3.0e-04
 214000      1.23e-01      3.89e-03    3.0e-04
 214100      1.26e-01      3.98e-03    3.0e-04
 214200      1.23e-01      3.88e-03    3.0e-04
 214300      1.37e-01      4.34e-03    3.0e-04
 214400      1.40e-01      4.42e-03    3.0e-04
 214500      1.37e-01      4.33e-03    3.0e-04
 214600      1.30e-01      4.12e-03    3.0e-04
 214700      1.26e-01      3.98e-03    3.0e-04
 214800      1.42e-01      4.48e-03    3.0e-04
 214900      1.53e-01      4.85e-03    3.0e-04
 215000      1.27e-01      4.03e-03    2.9e-04
 215100      1.16e-01      3.68e-03    2.9e-04
 215200      1.28e-01      4.05e-03    2.9e-04
 215300      1.36e-01      4.29e-03    2.9e-04
 215400      1.47e-01      4.65e-03    2.9e-04
 215500      1.06e-01      3.37e-03    2.9e-04
 215600      1.16e-01      3.68e-03    2.9e-04
 215700      1.36e-01      4.31e-03    2.9e-04
 215800      1.53e-01      4.83e-03    2.9e-04
 215900      1.21e-01      3.82e-03    2.9e-04
 216000      1.24e-01      3.93e-03    2.9e-04
 216100      1.24e-01      3.93e-03    2.9e-04
 216200      1.59e-01      5.01e-03    2.9e-04
 216300      1.51e-01      4.77e-03    2.9e-04
 216400      1.12e-01      3.54e-03    2.9e-04
 216500      1.27e-01      4.01e-03    2.9e-04
 216600      1.19e-01      3.77e-03    2.9e-04
 216700      1.42e-01      4.49e-03    2.9e-04
 216800      1.51e-01      4.77e-03    2.9e-04
 216900      1.59e-01      5.02e-03    2.9e-04
 217000      1.56e-01      4.93e-03    2.9e-04
 217100      1.25e-01      3.96e-03    2.9e-04
 217200      1.06e-01      3.35e-03    2.9e-04
 217300      1.51e-01      4.79e-03    2.9e-04
 217400      1.40e-01      4.44e-03    2.9e-04
 217500      1.35e-01      4.28e-03    2.9e-04
 217600      1.18e-01      3.72e-03    2.9e-04
 217700      1.39e-01      4.41e-03    2.9e-04
 217800      1.53e-01      4.84e-03    2.9e-04
 217900      1.55e-01      4.92e-03    2.9e-04
 218000      1.34e-01      4.25e-03    2.9e-04
 218100      1.27e-01      4.01e-03    2.9e-04
 218200      1.58e-01      5.01e-03    2.9e-04
 218300      1.46e-01      4.61e-03    2.9e-04
 218400      1.26e-01      4.00e-03    2.9e-04
 218500      1.31e-01      4.13e-03    2.9e-04
 218600      1.44e-01      4.55e-03    2.9e-04
 218700      1.53e-01      4.83e-03    2.9e-04
 218800      1.61e-01      5.08e-03    2.9e-04
 218900      1.50e-01      4.74e-03    2.9e-04
 219000      1.06e-01      3.37e-03    2.9e-04
 219100      1.41e-01      4.47e-03    2.9e-04
 219200      1.11e-01      3.52e-03    2.9e-04
 219300      1.36e-01      4.29e-03    2.9e-04
 219400      1.29e-01      4.09e-03    2.9e-04
 219500      1.33e-01      4.21e-03    2.9e-04
 219600      1.18e-01      3.74e-03    2.9e-04
 219700      1.26e-01      3.99e-03    2.9e-04
 219800      1.06e-01      3.34e-03    2.9e-04
 219900      1.44e-01      4.56e-03    2.9e-04
 220000      1.38e-01      4.35e-03    2.8e-04
 220100      1.10e-01      3.47e-03    2.8e-04
 220200      1.07e-01      3.38e-03    2.8e-04
 220300      1.29e-01      4.08e-03    2.8e-04
 220400      1.40e-01      4.44e-03    2.8e-04
 220500      1.47e-01      4.65e-03    2.8e-04
 220600      1.19e-01      3.77e-03    2.8e-04
 220700      1.13e-01      3.57e-03    2.8e-04
 220800      1.20e-01      3.78e-03    2.8e-04
 220900      1.18e-01      3.73e-03    2.8e-04
 221000      1.16e-01      3.67e-03    2.8e-04
 221100      1.43e-01      4.52e-03    2.8e-04
 221200      1.20e-01      3.80e-03    2.8e-04
 221300      1.51e-01      4.78e-03    2.8e-04
 221400      1.53e-01      4.83e-03    2.8e-04
 221500      1.57e-01      4.96e-03    2.8e-04
 221600      1.37e-01      4.34e-03    2.8e-04
 221700      1.44e-01      4.55e-03    2.8e-04
 221800      1.31e-01      4.13e-03    2.8e-04
 221900      1.27e-01      4.01e-03    2.8e-04
 222000      1.43e-01      4.53e-03    2.8e-04
 222100      1.38e-01      4.36e-03    2.8e-04
 222200      1.27e-01      4.01e-03    2.8e-04
 222300      1.61e-01      5.08e-03    2.8e-04
 222400      1.08e-01      3.41e-03    2.8e-04
 222500      1.34e-01      4.24e-03    2.8e-04
 222600      1.23e-01      3.88e-03    2.8e-04
 222700      1.53e-01      4.84e-03    2.8e-04
 222800      1.43e-01      4.52e-03    2.8e-04
 222900      1.45e-01      4.59e-03    2.8e-04
 223000      1.30e-01      4.10e-03    2.8e-04
 223100      1.28e-01      4.04e-03    2.8e-04
 223200      1.22e-01      3.86e-03    2.8e-04
 223300      1.34e-01      4.24e-03    2.8e-04
 223400      1.44e-01      4.55e-03    2.8e-04
 223500      1.32e-01      4.17e-03    2.8e-04
 223600      1.07e-01      3.38e-03    2.8e-04
 223700      1.54e-01      4.86e-03    2.8e-04
 223800      1.58e-01      4.99e-03    2.8e-04
 223900      1.55e-01      4.89e-03    2.8e-04
 224000      1.44e-01      4.54e-03    2.8e-04
 224100      1.24e-01      3.93e-03    2.8e-04
 224200      1.38e-01      4.38e-03    2.8e-04
 224300      1.22e-01      3.85e-03    2.8e-04
 224400      1.49e-01      4.70e-03    2.8e-04
 224500      1.44e-01      4.54e-03    2.8e-04
 224600      1.49e-01      4.70e-03    2.8e-04
 224700      1.47e-01      4.65e-03    2.8e-04
 224800      1.48e-01      4.69e-03    2.8e-04
 224900      1.49e-01      4.71e-03    2.8e-04
 225000      1.54e-01      4.87e-03    2.7e-04
 225100      1.52e-01      4.81e-03    2.7e-04
 225200      1.21e-01      3.83e-03    2.7e-04
 225300      1.35e-01      4.28e-03    2.7e-04
 225400      1.26e-01      3.98e-03    2.7e-04
 225500      1.40e-01      4.42e-03    2.7e-04
 225600      1.43e-01      4.51e-03    2.7e-04
 225700      1.26e-01      3.98e-03    2.7e-04
 225800      1.40e-01      4.43e-03    2.7e-04
 225900      1.36e-01      4.30e-03    2.7e-04
 226000      1.50e-01      4.75e-03    2.7e-04
 226100      9.55e-02      3.02e-03    2.7e-04
 226200      1.27e-01      4.01e-03    2.7e-04
 226300      1.48e-01      4.67e-03    2.7e-04
 226400      1.54e-01      4.86e-03    2.7e-04
 226500      1.40e-01      4.43e-03    2.7e-04
 226600      1.41e-01      4.45e-03    2.7e-04
 226700      1.07e-01      3.39e-03    2.7e-04
 226800      1.51e-01      4.76e-03    2.7e-04
 226900      1.23e-01      3.88e-03    2.7e-04
 227000      1.34e-01      4.24e-03    2.7e-04
 227100      9.89e-02      3.13e-03    2.7e-04
 227200      1.28e-01      4.05e-03    2.7e-04
 227300      1.12e-01      3.55e-03    2.7e-04
 227400      1.51e-01      4.78e-03    2.7e-04
 227500      1.03e-01      3.27e-03    2.7e-04
 227600      1.39e-01      4.38e-03    2.7e-04
 227700      1.29e-01      4.08e-03    2.7e-04
 227800      1.38e-01      4.38e-03    2.7e-04
 227900      1.22e-01      3.87e-03    2.7e-04
 228000      1.40e-01      4.43e-03    2.7e-04
 228100      1.50e-01      4.73e-03    2.7e-04
 228200      1.43e-01      4.53e-03    2.7e-04
 228300      1.19e-01      3.76e-03    2.7e-04
 228400      1.49e-01      4.71e-03    2.7e-04
 228500      1.42e-01      4.49e-03    2.7e-04
 228600      1.40e-01      4.44e-03    2.7e-04
 228700      1.38e-01      4.37e-03    2.7e-04
 228800      1.60e-01      5.06e-03    2.7e-04
 228900      1.12e-01      3.54e-03    2.7e-04
 229000      1.31e-01      4.15e-03    2.7e-04
 229100      1.43e-01      4.51e-03    2.7e-04
 229200      1.25e-01      3.94e-03    2.7e-04
 229300      1.38e-01      4.36e-03    2.7e-04
 229400      1.46e-01      4.63e-03    2.7e-04
 229500      1.35e-01      4.28e-03    2.7e-04
 229600      1.39e-01      4.40e-03    2.7e-04
 229700      1.47e-01      4.65e-03    2.7e-04
 229800      1.35e-01      4.27e-03    2.7e-04
 229900      1.07e-01      3.38e-03    2.7e-04
 230000      1.27e-01      4.01e-03    2.7e-04
 230100      1.45e-01      4.59e-03    2.7e-04
 230200      1.18e-01      3.73e-03    2.7e-04
 230300      1.32e-01      4.19e-03    2.7e-04
 230400      1.34e-01      4.24e-03    2.7e-04
 230500      1.44e-01      4.56e-03    2.7e-04
 230600      1.37e-01      4.32e-03    2.7e-04
 230700      1.29e-01      4.08e-03    2.7e-04
 230800      1.36e-01      4.31e-03    2.7e-04
 230900      1.49e-01      4.72e-03    2.7e-04
 231000      1.27e-01      4.01e-03    2.7e-04
 231100      1.37e-01      4.33e-03    2.7e-04
 231200      1.37e-01      4.33e-03    2.7e-04
 231300      1.47e-01      4.66e-03    2.7e-04
 231400      1.46e-01      4.62e-03    2.7e-04
 231500      1.39e-01      4.38e-03    2.7e-04
 231600      1.24e-01      3.91e-03    2.7e-04
 231700      1.23e-01      3.88e-03    2.7e-04
 231800      1.50e-01      4.75e-03    2.7e-04
 231900      1.37e-01      4.33e-03    2.7e-04
 232000      1.43e-01      4.52e-03    2.7e-04
 232100      1.52e-01      4.81e-03    2.7e-04
 232200      1.33e-01      4.20e-03    2.7e-04
 232300      1.25e-01      3.95e-03    2.7e-04
 232400      1.38e-01      4.36e-03    2.7e-04
 232500      1.26e-01      3.99e-03    2.7e-04
 232600      1.50e-01      4.73e-03    2.7e-04
 232700      1.32e-01      4.16e-03    2.7e-04
 232800      1.02e-01      3.21e-03    2.7e-04
 232900      1.32e-01      4.17e-03    2.7e-04
 233000      1.36e-01      4.30e-03    2.7e-04
 233100      1.43e-01      4.52e-03    2.7e-04
 233200      1.34e-01      4.24e-03    2.7e-04
 233300      1.15e-01      3.63e-03    2.7e-04
 233400      1.36e-01      4.30e-03    2.7e-04
 233500      1.38e-01      4.36e-03    2.7e-04
 233600      1.41e-01      4.45e-03    2.7e-04
 233700      1.39e-01      4.38e-03    2.7e-04
 233800      1.20e-01      3.81e-03    2.7e-04
 233900      1.12e-01      3.54e-03    2.7e-04
 234000      1.34e-01      4.25e-03    2.7e-04
 234100      1.18e-01      3.74e-03    2.7e-04
 234200      1.32e-01      4.17e-03    2.7e-04
 234300      1.28e-01      4.06e-03    2.7e-04
 234400      1.45e-01      4.59e-03    2.7e-04
 234500      1.40e-01      4.42e-03    2.7e-04
 234600      1.25e-01      3.95e-03    2.7e-04
 234700      1.09e-01      3.46e-03    2.7e-04
 234800      1.20e-01      3.81e-03    2.7e-04
 234900      1.25e-01      3.95e-03    2.7e-04
 235000      1.26e-01      3.97e-03    2.6e-04
 235100      1.44e-01      4.54e-03    2.6e-04
 235200      1.13e-01      3.57e-03    2.6e-04
 235300      1.45e-01      4.59e-03    2.6e-04
 235400      1.10e-01      3.49e-03    2.6e-04
 235500      1.45e-01      4.59e-03    2.6e-04
 235600      1.36e-01      4.31e-03    2.6e-04
 235700      1.57e-01      4.97e-03    2.6e-04
 235800      1.50e-01      4.73e-03    2.6e-04
 235900      1.17e-01      3.70e-03    2.6e-04
 236000      1.26e-01      3.99e-03    2.6e-04
 236100      1.46e-01      4.63e-03    2.6e-04
 236200      1.37e-01      4.33e-03    2.6e-04
 236300      1.34e-01      4.24e-03    2.6e-04
 236400      1.41e-01      4.46e-03    2.6e-04
 236500      1.41e-01      4.46e-03    2.6e-04
 236600      1.37e-01      4.34e-03    2.6e-04
 236700      1.24e-01      3.92e-03    2.6e-04
 236800      1.16e-01      3.67e-03    2.6e-04
 236900      1.34e-01      4.23e-03    2.6e-04
 237000      1.18e-01      3.72e-03    2.6e-04
 237100      1.10e-01      3.49e-03    2.6e-04
 237200      1.50e-01      4.76e-03    2.6e-04
 237300      1.33e-01      4.20e-03    2.6e-04
 237400      1.30e-01      4.11e-03    2.6e-04
 237500      1.22e-01      3.87e-03    2.6e-04
 237600      1.01e-01      3.20e-03    2.6e-04
 237700      1.36e-01      4.30e-03    2.6e-04
 237800      1.20e-01      3.78e-03    2.6e-04
 237900      1.26e-01      4.00e-03    2.6e-04
 238000      1.34e-01      4.24e-03    2.6e-04
 238100      1.41e-01      4.47e-03    2.6e-04
 238200      1.25e-01      3.97e-03    2.6e-04
 238300      1.39e-01      4.38e-03    2.6e-04
 238400      1.28e-01      4.06e-03    2.6e-04
 238500      1.58e-01      5.00e-03    2.6e-04
 238600      1.08e-01      3.41e-03    2.6e-04
 238700      1.33e-01      4.19e-03    2.6e-04
 238800      1.42e-01      4.49e-03    2.6e-04
 238900      1.54e-01      4.86e-03    2.6e-04
 239000      1.44e-01      4.57e-03    2.6e-04
 239100      1.24e-01      3.93e-03    2.6e-04
 239200      1.39e-01      4.39e-03    2.6e-04
 239300      1.46e-01      4.61e-03    2.6e-04
 239400      1.30e-01      4.10e-03    2.6e-04
 239500      1.50e-01      4.76e-03    2.6e-04
