# hBN Fig5 panel A: chi neglected, multiple cavity modes (7 harmonics, 3rd resonant)
# omega_res = 165.199 meV ; axis = [1, 0, 0] ; nmodes = 13
# col0 = lambda ; cols 1..13 = frequency (meV) ; cols 14..26 = photon character ; cols 27..39 = IR intensity (arb. u.)
0.00000000e+00 -2.92799521e-02 -3.73048428e-03 -3.73048181e-03 5.50662807e+01 9.92461170e+01 1.10132561e+02 1.65198842e+02 1.65198842e+02 1.65198956e+02 2.20265123e+02 2.75331404e+02 3.30397684e+02 3.85463965e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 7.34359308e-07 5.81655001e-07 5.81654201e-07 0.00000000e+00 2.48915399e-03 0.00000000e+00 2.57576861e-02 0.00000000e+00 2.57577216e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1.50150150e-04 -2.92799521e-02 -3.73048485e-03 -3.73048153e-03 5.50662793e+01 9.92461170e+01 1.10132544e+02 1.65146167e+02 1.65198899e+02 1.65251407e+02 2.20265225e+02 2.75331491e+02 3.30397774e+02 3.85464061e+02 3.79015787e-16 1.89823889e-08 3.29898920e-08 9.99999997e-01 3.68956157e-16 9.99999870e-01 7.06793506e-01 1.08076527e-03 7.07422420e-01 9.99998940e-01 9.99999505e-01 9.99999639e-01 9.99999695e-01 7.34359308e-07 5.81654948e-07 5.81654254e-07 2.05113262e-06 2.48915399e-03 1.31272562e-05 1.82215127e-02 2.57576889e-02 1.82053133e-02 3.75062402e-05 2.56391141e-05 2.18787496e-05 2.01011508e-05
3.00300300e-04 -2.92799521e-02 -3.73048428e-03 -3.73048120e-03 5.50662752e+01 9.92461170e+01 1.10132490e+02 1.65093296e+02 1.65198899e+02 1.65303777e+02 2.20265532e+02 2.75331753e+02 3.30398042e+02 3.85464348e+02 4.41231668e-16 4.11859024e-08 6.40185732e-08 9.99999987e-01 1.04705466e-15 9.99999481e-01 7.06198499e-01 5.40382867e-04 7.08026990e-01 9.99995760e-01 9.99998018e-01 9.99998557e-01 9.99998782e-01 7.34359308e-07 5.81654966e-07 5.81654236e-07 4.10226864e-06 2.48915399e-03 2.62546148e-05 1.82368122e-02 2.57577002e-02 1.81897137e-02 7.50110597e-05 5.12778296e-05 4.37574133e-05 4.02025290e-05
4.50450450e-04 -2.92799521e-02 -3.73048646e-03 -3.73048375e-03 5.50662682e+01 9.92461170e+01 1.10132401e+02 1.65040259e+02 1.65198899e+02 1.65355979e+02 2.20266042e+02 2.75332189e+02 3.30398489e+02 3.85464828e+02 3.32642226e-16 6.75554184e-08 9.20556465e-08 9.99999971e-01 3.71041051e-16 9.99998831e-01 7.05669654e-01 3.60255273e-04 7.08570799e-01 9.99990460e-01 9.99995542e-01 9.99996753e-01 9.99997259e-01 7.34359308e-07 5.81654984e-07 5.81654219e-07 6.15341143e-06 2.48915399e-03 3.93821783e-05 1.82503890e-02 2.57577023e-02 1.81756590e-02 1.12513038e-04 7.69157480e-05 6.56359051e-05 6.03043621e-05
6.00600601e-04 -2.92799521e-02 -3.73048959e-03 -3.73048060e-03 5.50662584e+01 9.92461170e+01 1.10132275e+02 1.64987056e+02 1.65198899e+02 1.65408013e+02 2.20266757e+02 2.75332800e+02 3.30399115e+02 3.85465498e+02 1.79226680e-16 1.48637928e-07 3.29452791e-08 9.99999949e-01 9.48157772e-16 9.99997922e-01 7.05159662e-01 2.70191463e-04 7.09101610e-01 9.99983041e-01 9.99992074e-01 9.99994228e-01 9.99995128e-01 7.34359308e-07 5.81654769e-07 5.81654433e-07 8.20456439e-06 2.48915399e-03 5.25100489e-05 1.82634626e-02 2.57577030e-02 1.81619194e-02 1.50010756e-04 1.02552471e-04 8.75141391e-05 8.04068774e-05
7.50750751e-04 -2.92799520e-02 -3.73048965e-03 -3.73048120e-03 5.50662458e+01 9.92461170e+01 1.10132115e+02 1.64933687e+02 1.65198899e+02 1.65459879e+02 2.20267677e+02 2.75333586e+02 3.30399919e+02 3.85466361e+02 3.72109422e-16 1.87026810e-07 3.51791697e-08 9.99999921e-01 6.28286821e-16 9.99996753e-01 7.04659065e-01 2.16153173e-04 7.09628937e-01 9.99973504e-01 9.99987616e-01 9.99990982e-01 9.99992387e-01 7.34359308e-07 5.81654745e-07 5.81654457e-07 1.02557309e-05 2.48915399e-03 6.56383291e-05 1.82762770e-02 2.57577033e-02 1.81482495e-02 1.87502792e-04 1.28187599e-04 1.09392029e-04 1.00510302e-04
9.00900901e-04 -2.92799522e-02 -3.73048203e-03 -3.73047573e-03 5.50662305e+01 9.92461170e+01 1.10131918e+02 1.64880153e+02 1.65198899e+02 1.65511578e+02 2.20268800e+02 2.75334546e+02 3.30400903e+02 3.85467415e+02 2.94930537e-16 7.45022109e-08 2.15873405e-07 9.99999886e-01 4.72310160e-16 9.99995324e-01 7.04164722e-01 1.80127645e-04 7.10155934e-01 9.99961851e-01 9.99982168e-01 9.99987014e-01 9.99989036e-01 7.34359308e-07 5.81654849e-07 5.81654353e-07 1.23069144e-05 2.48915399e-03 7.87671213e-05 1.82889137e-02 2.57577035e-02 1.81345677e-02 2.24987729e-04 1.53820735e-04 1.31269489e-04 1.20614864e-04
1.05105105e-03 -2.92799520e-02 -3.73048418e-03 -3.73047920e-03 5.50662123e+01 9.92461170e+01 1.10131685e+02 1.64826453e+02 1.65198899e+02 1.65563107e+02 2.20270128e+02 2.75335681e+02 3.30402065e+02 3.85468661e+02 4.03446391e-16 1.18282232e-07 2.38733854e-07 9.99999845e-01 9.54680750e-16 9.99993636e-01 7.03675299e-01 1.54395125e-04 7.10683935e-01 9.99948083e-01 9.99975731e-01 9.99982324e-01 9.99985076e-01 7.34359308e-07 5.81654921e-07 5.81654281e-07 1.43581182e-05 2.48915399e-03 9.18965279e-05 1.83014072e-02 2.57577036e-02 1.81208392e-02 2.62464148e-04 1.79451479e-04 1.53146433e-04 1.40720791e-04
1.20120120e-03 -2.92799522e-02 -3.73048369e-03 -3.73047162e-03 5.50661914e+01 9.92461170e+01 1.10131417e+02 1.64772588e+02 1.65198899e+02 1.65614468e+02 2.20271659e+02 2.75336990e+02 3.30403405e+02 3.85470098e+02 7.37245449e-16 3.41735504e-08 3.02566800e-07 9.99999797e-01 9.93199806e-16 9.99991687e-01 7.03190141e-01 1.35095735e-04 7.11213596e-01 9.99932203e-01 9.99968304e-01 9.99976914e-01 9.99980507e-01 7.34359308e-07 5.81654692e-07 5.81654510e-07 1.64093457e-05 2.48915399e-03 1.05026651e-04 1.83137750e-02 2.57577037e-02 1.81070469e-02 2.99930632e-04 2.05079432e-04 1.75022774e-04 1.60828309e-04
1.35135135e-03 -2.92799522e-02 -3.73048622e-03 -3.73048274e-03 5.50661676e+01 9.92461170e+01 1.10131113e+02 1.64718558e+02 1.65198899e+02 1.65665660e+02 2.20273394e+02 2.75338473e+02 3.30404925e+02 3.85471728e+02 4.57916474e-16 3.26522083e-07 1.03562148e-07 9.99999743e-01 2.75091026e-16 9.99989478e-01 7.02708893e-01 1.20085098e-04 7.11745268e-01 9.99914212e-01 9.99959888e-01 9.99970782e-01 9.99975327e-01 7.34359308e-07 5.81654830e-07 5.81654372e-07 1.84606003e-05 2.48915399e-03 1.18157594e-04 1.83260263e-02 2.57577037e-02 1.80931813e-02 3.37385765e-04 2.30704197e-04 1.96898426e-04 1.80937646e-04
1.50150150e-03 -2.92799521e-02 -3.73048509e-03 -3.73048196e-03 5.50661411e+01 9.92461170e+01 1.10130773e+02 1.64664364e+02 1.65198899e+02 1.65716683e+02 2.20275334e+02 2.75340131e+02 3.30406623e+02 3.85473549e+02 8.47913113e-16 3.44097140e-07 1.62676259e-07 9.99999683e-01 5.57584329e-16 9.99987010e-01 7.02231351e-01 1.08076588e-04 7.12279151e-01 9.99894113e-01 9.99950484e-01 9.99963929e-01 9.99969537e-01 7.34359308e-07 5.81654909e-07 5.81654293e-07 2.05118855e-05 2.48915399e-03 1.31289458e-04 1.83381669e-02 2.57577038e-02 1.80792369e-02 3.74828133e-04 2.56325375e-04 2.18773301e-04 2.01049030e-04
1.65165165e-03 -2.92799521e-02 -3.73048247e-03 -3.73047853e-03 5.50661117e+01 9.92461170e+01 1.10130398e+02 1.64610007e+02 1.65198899e+02 1.65767537e+02 2.20277476e+02 2.75341964e+02 3.30408500e+02 3.85475562e+02 7.12882261e-16 1.71884353e-07 3.81764484e-07 9.99999616e-01 4.79649449e-16 9.99984281e-01 7.01757395e-01 9.82514440e-05 7.12815365e-01 9.99871909e-01 9.99940091e-01 9.99956356e-01 9.99963137e-01 7.34359308e-07 5.81654902e-07 5.81654300e-07 2.25632045e-05 2.48915399e-03 1.44422346e-04 1.83502003e-02 2.57577038e-02 1.80652102e-02 4.12256324e-04 2.81942566e-04 2.40647315e-04 2.21162687e-04
1.80180180e-03 -2.92799522e-02 -3.73048497e-03 -3.73048220e-03 5.50660796e+01 9.92461170e+01 1.10129986e+02 1.64555485e+02 1.65198899e+02 1.65818222e+02 2.20279823e+02 2.75343970e+02 3.30410556e+02 3.85477767e+02 7.44530392e-16 3.38794558e-07 3.06310093e-07 9.99999543e-01 2.11504694e-15 9.99981292e-01 7.01286949e-01 9.00638237e-05 7.13353978e-01 9.99847604e-01 9.99928712e-01 9.99948061e-01 9.99956126e-01 7.34359308e-07 5.81654999e-07 5.81654203e-07 2.46145608e-05 2.48915399e-03 1.57556360e-04 1.83621288e-02 2.57577038e-02 1.80510992e-02 4.49668924e-04 3.07555373e-04 2.62520378e-04 2.41278845e-04
1.95195195e-03 -2.92799521e-02 -3.73049015e-03 -3.73048327e-03 5.50660447e+01 9.92461170e+01 1.10129539e+02 1.64500800e+02 1.65198899e+02 1.65868736e+02 2.20282372e+02 2.75346151e+02 3.30412791e+02 3.85480164e+02 1.01308883e-15 4.85733301e-07 9.42729426e-08 9.99999464e-01 6.88642081e-16 9.99978042e-01 7.00819968e-01 8.31358373e-05 7.13895031e-01 9.99821200e-01 9.99916346e-01 9.99939046e-01 9.99948504e-01 7.34359308e-07 5.81654749e-07 5.81654453e-07 2.66659578e-05 2.48915399e-03 1.70691603e-04 1.83739538e-02 2.57577038e-02 1.80369024e-02 4.87064526e-04 3.33163395e-04 2.84392404e-04 2.61397730e-04
2.10210210e-03 -2.92799521e-02 -3.73049247e-03 -3.73048235e-03 5.50660070e+01 9.92461170e+01 1.10129056e+02 1.64445952e+02 1.65198899e+02 1.65919081e+02 2.20285125e+02 2.75348506e+02 3.30415204e+02 3.85482753e+02 6.78931027e-16 5.23903509e-07 9.72793441e-08 9.99999378e-01 4.49602066e-16 9.99974533e-01 7.00356427e-01 7.71975633e-05 7.14438544e-01 9.99792702e-01 9.99902994e-01 9.99929310e-01 9.99940271e-01 7.34359308e-07 5.81654743e-07 5.81654459e-07 2.87173989e-05 2.48915399e-03 1.83828177e-04 1.83856764e-02 2.57577039e-02 1.80226189e-02 5.24441721e-04 3.58766235e-04 3.06263305e-04 2.81519571e-04
2.25225225e-03 -2.92799518e-02 -3.73048979e-03 -3.73048289e-03 5.50659665e+01 9.92461170e+01 1.10128537e+02 1.64390941e+02 1.65198899e+02 1.65969256e+02 2.20288081e+02 2.75351036e+02 3.30417796e+02 3.85485534e+02 1.58074582e-15 5.60238903e-07 1.09917179e-07 9.99999287e-01 4.13796841e-16 9.99970762e-01 6.99896312e-01 7.20510591e-05 7.14984525e-01 9.99762114e-01 9.99888657e-01 9.99918853e-01 9.99931426e-01 7.34359308e-07 5.81654751e-07 5.81654451e-07 3.07688874e-05 2.48915399e-03 1.96966185e-04 1.83972973e-02 2.57577039e-02 1.80082482e-02 5.61799105e-04 3.84363493e-04 3.28132994e-04 3.01644594e-04
