# HfS2 Fig6 panel C: chi neglected, single resonant cavity mode
# omega_res = 17.531 meV ; axis = [1, 0, 0] ; nmodes = 10
# col0 = lambda ; cols 1..10 = frequency (meV) ; cols 11..20 = photon character ; cols 21..30 = IR intensity (arb. u.)
0.00000000e+00 -2.44153832e-02 -2.44153793e-02 -5.56065566e-03 1.75309155e+01 1.75309184e+01 1.75309184e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.19352317e-05 3.19352213e-05 2.47933412e-07 2.29303695e-02 2.29303769e-02 0.00000000e+00 1.43044449e-18 1.06167269e-17 1.73919179e-03 2.81304353e-17
1.50150150e-04 -2.44153832e-02 -2.44153793e-02 -5.56065563e-03 1.74841365e+01 1.75309155e+01 1.75778254e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 7.44288344e-06 4.91931086e-10 3.88767944e-16 7.08050877e-01 1.62134285e-14 7.06161423e-01 2.37005890e-19 7.44355008e-19 1.54005612e-16 1.39006579e-23 3.19352317e-05 3.19352213e-05 2.47933412e-07 1.61925474e-02 2.29303695e-02 1.62358736e-02 5.81082136e-18 3.72802489e-18 1.73919179e-03 2.45608877e-18
3.00300300e-04 -2.44153832e-02 -2.44153793e-02 -5.56065561e-03 1.74374799e+01 1.75309155e+01 1.76248576e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 1.48857668e-05 1.94732265e-09 2.08198170e-16 7.08993695e-01 3.46489571e-15 7.05214819e-01 1.51107671e-19 9.55983578e-20 2.20771417e-16 2.78033071e-23 3.19352317e-05 3.19352213e-05 2.47933412e-07 1.61708413e-02 2.29303695e-02 1.62574930e-02 2.01752847e-18 5.35136858e-18 1.73919179e-03 4.00218256e-17
4.50450450e-04 -2.44153832e-02 -2.44153793e-02 -5.56065569e-03 1.73909484e+01 1.75309155e+01 1.76720149e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 2.23286501e-05 3.05835879e-09 1.49892034e-16 7.09935221e-01 8.17053929e-15 7.04266982e-01 6.42074147e-19 3.75869804e-19 1.09125832e-16 4.17099495e-23 3.19352317e-05 3.19352213e-05 2.47933412e-07 1.61491068e-02 2.29303695e-02 1.62790827e-02 1.35714763e-17 1.00754168e-17 1.73919179e-03 1.69713938e-18
6.00600601e-04 -2.44153832e-02 -2.44153793e-02 -5.56065571e-03 1.73445421e+01 1.75309155e+01 1.77192974e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 2.97715335e-05 3.94697072e-09 6.44480952e-17 7.10875439e-01 5.98285670e-15 7.03317929e-01 7.08726321e-19 2.83621530e-18 1.83732100e-16 5.56225708e-23 3.19352316e-05 3.19352213e-05 2.47933412e-07 1.61273445e-02 2.29303695e-02 1.63006424e-02 1.27174792e-18 1.25213198e-17 1.73919179e-03 1.89775451e-19
7.50750751e-04 -2.44153832e-02 -2.44153793e-02 -5.56065567e-03 1.72982609e+01 1.75309155e+01 1.77667051e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 3.72144171e-05 2.64933303e-09 1.60124881e-16 7.11814335e-01 1.62585154e-17 7.02367675e-01 1.12491120e-18 9.84994556e-19 9.22678724e-17 6.95431671e-23 3.19352316e-05 3.19352213e-05 2.47933412e-07 1.61055547e-02 2.29303695e-02 1.63221718e-02 4.12076578e-19 8.87986581e-19 1.73919179e-03 2.88369113e-19
9.00900901e-04 -2.44153832e-02 -2.44153793e-02 -5.56065566e-03 1.72521048e+01 1.75309155e+01 1.78142379e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 4.46573005e-05 2.35974099e-09 4.66671893e-17 7.12751894e-01 2.43661730e-15 7.01416236e-01 1.55315410e-18 3.01781737e-18 1.18214309e-16 8.34737323e-23 3.19352316e-05 3.19352213e-05 2.47933412e-07 1.60837377e-02 2.29303695e-02 1.63436706e-02 3.45789443e-18 9.84789840e-18 1.73919179e-03 4.97529361e-18
1.05105105e-03 -2.44153832e-02 -2.44153793e-02 -5.56065568e-03 1.72060739e+01 1.75309155e+01 1.78618958e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 5.21001838e-05 3.75009394e-09 1.07432471e-16 7.13688101e-01 2.40007561e-15 7.00463627e-01 1.89522269e-18 1.15697417e-17 1.12481111e-16 9.74162614e-23 3.19352316e-05 3.19352213e-05 2.47933412e-07 1.60618938e-02 2.29303695e-02 1.63651383e-02 1.55890200e-18 6.66166042e-18 1.73919179e-03 4.05708156e-17
1.20120120e-03 -2.44153832e-02 -2.44153793e-02 -5.56065571e-03 1.71601681e+01 1.75309155e+01 1.79096788e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 5.95430671e-05 5.56096584e-09 4.59318155e-17 7.14622941e-01 2.89014282e-16 6.99509863e-01 1.61558779e-18 6.23192989e-20 9.52220915e-17 1.11372749e-22 3.19352315e-05 3.19352213e-05 2.47933412e-07 1.60400235e-02 2.29303695e-02 1.63865747e-02 1.48298955e-18 2.03264070e-18 1.73919179e-03 3.30332377e-17
1.35135135e-03 -2.44153832e-02 -2.44153793e-02 -5.56065564e-03 1.71143874e+01 1.75309155e+01 1.79575869e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 6.69859504e-05 5.67736825e-09 1.54200467e-16 7.15556400e-01 2.03508671e-15 6.98554961e-01 2.74541533e-19 5.27830447e-18 9.32579816e-17 1.25345182e-22 3.19352315e-05 3.19352213e-05 2.47933412e-07 1.60181270e-02 2.29303695e-02 1.64079795e-02 1.30474254e-18 8.76715931e-19 1.73919179e-03 9.23113545e-19
1.50150150e-03 -2.44153832e-02 -2.44153793e-02 -5.56065568e-03 1.70687317e+01 1.75309155e+01 1.80056201e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 7.44288337e-05 5.52907470e-09 9.10110895e-17 7.16488464e-01 5.01102707e-18 6.97598936e-01 1.36566584e-18 4.26760537e-18 5.98219490e-17 1.39335562e-22 3.19352314e-05 3.19352213e-05 2.47933412e-07 1.59962049e-02 2.29303695e-02 1.64293522e-02 7.81859772e-18 3.88792245e-18 1.73919179e-03 1.37362809e-18
1.65165165e-03 -2.44153831e-02 -2.44153793e-02 -5.56065563e-03 1.70232011e+01 1.75309155e+01 1.80537783e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 8.18717166e-05 9.50549724e-09 3.68333254e-16 7.17419117e-01 1.97765403e-15 6.96641804e-01 1.86778785e-18 2.93851883e-18 1.18479948e-16 1.53345881e-22 3.19352314e-05 3.19352213e-05 2.47933412e-07 1.59742573e-02 2.29303695e-02 1.64506926e-02 3.48367005e-18 1.96901499e-18 1.73919179e-03 5.29192413e-19
1.80180180e-03 -2.44153831e-02 -2.44153793e-02 -5.56065568e-03 1.69777955e+01 1.75309155e+01 1.81020616e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 8.93146003e-05 4.30506827e-09 3.45147010e-16 7.18348346e-01 2.67251563e-16 6.95683581e-01 3.22302808e-18 1.15343219e-17 4.68093743e-17 1.67378133e-22 3.19352313e-05 3.19352213e-05 2.47933412e-07 1.59522847e-02 2.29303695e-02 1.64720004e-02 4.35837402e-18 3.48124775e-18 1.73919179e-03 3.44383764e-19
1.95195195e-03 -2.44153831e-02 -2.44153793e-02 -5.56065563e-03 1.69325149e+01 1.75309155e+01 1.81504698e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 9.67574835e-05 3.46829579e-09 1.60733886e-16 7.19276137e-01 3.26262774e-16 6.94724283e-01 2.64932403e-18 7.21679829e-18 1.86799830e-16 1.81434311e-22 3.19352312e-05 3.19352213e-05 2.47933412e-07 1.59302875e-02 2.29303695e-02 1.64932751e-02 1.48130911e-18 7.60047234e-18 1.73919179e-03 2.69151561e-18
2.10210210e-03 -2.44153831e-02 -2.44153793e-02 -5.56065567e-03 1.68873592e+01 1.75309155e+01 1.81990030e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 1.04200366e-04 7.65028855e-09 6.26264716e-16 7.20202474e-01 1.18866999e-15 6.93763926e-01 4.06035606e-18 1.22854956e-17 2.76151555e-16 1.95516409e-22 3.19352312e-05 3.19352213e-05 2.47933412e-07 1.59082660e-02 2.29303695e-02 1.65145166e-02 1.36433034e-17 6.24824825e-18 1.73919179e-03 9.11014660e-19
2.25225225e-03 -2.44153831e-02 -2.44153793e-02 -5.56065569e-03 1.68423285e+01 1.75309155e+01 1.82476610e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 1.11643250e-04 4.76845495e-09 2.04505071e-16 7.21127345e-01 2.37736561e-16 6.92802526e-01 1.14615176e-17 1.10408840e-17 1.36698809e-17 2.09626422e-22 3.19352311e-05 3.19352213e-05 2.47933412e-07 1.58862206e-02 2.29303695e-02 1.65357244e-02 1.46358030e-18 4.30160142e-18 1.73919179e-03 4.97617877e-19
2.40240240e-03 -2.44153831e-02 -2.44153793e-02 -5.56065568e-03 1.67974226e+01 1.75309155e+01 1.82964440e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 1.19086133e-04 6.43456627e-09 1.23242413e-15 7.22050735e-01 1.79950290e-16 6.91840098e-01 1.14414317e-17 4.58034574e-17 1.67925075e-16 2.23766344e-22 3.19352310e-05 3.19352213e-05 2.47933412e-07 1.58641516e-02 2.29303695e-02 1.65568983e-02 4.90339678e-18 2.79749058e-18 1.73919179e-03 5.79404830e-19
2.55255255e-03 -2.44153830e-02 -2.44153793e-02 -5.56065566e-03 1.67526415e+01 1.75309155e+01 1.83453518e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 1.26529015e-04 1.49193932e-08 6.43493915e-16 7.22972631e-01 2.11656949e-16 6.90876660e-01 1.15160917e-17 9.85992735e-18 2.20383822e-18 2.37938171e-22 3.19352309e-05 3.19352213e-05 2.47933412e-07 1.58420594e-02 2.29303695e-02 1.65780378e-02 8.71749132e-18 5.36250320e-18 1.73919179e-03 3.77333030e-17
2.70270270e-03 -2.44153830e-02 -2.44153793e-02 -5.56065563e-03 1.67079852e+01 1.75309155e+01 1.83943843e+01 3.12075026e+01 3.12075076e+01 3.90066292e+01 3.92261084e+01 1.33971898e-04 9.17759879e-09 8.78525375e-16 7.23893018e-01 9.15260980e-18 6.89912227e-01 1.08495941e-17 4.49803434e-20 8.10197311e-17 2.52143890e-22 3.19352308e-05 3.19352213e-05 2.47933412e-07 1.58199444e-02 2.29303695e-02 1.65991428e-02 7.30519589e-19 2.06101858e-18 1.73919179e-03 1.63218546e-18
