# step       rmse_trn    rmse_e_trn    rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
 623800      1.95e-01      4.60e-03      3.22e-02    2.8e-05
 623900      1.43e-01      5.92e-04      2.64e-02    2.8e-05
 624000      1.66e-01      1.35e-04      3.08e-02    2.8e-05
 624100      1.39e-01      7.21e-05      2.57e-02    2.8e-05
 624200      1.52e-01      2.19e-04      2.81e-02    2.8e-05
 624300      1.53e-01      1.90e-05      2.83e-02    2.8e-05
 624400      1.71e-01      2.54e-03      3.04e-02    2.8e-05
 624500      1.56e-01      8.81e-04      2.88e-02    2.8e-05
 624600      1.49e-01      2.23e-04      2.76e-02    2.8e-05
 624700      1.44e-01      3.88e-04      2.67e-02    2.8e-05
 624800      1.54e-01      9.77e-05      2.85e-02    2.8e-05
 624900      1.49e-01      1.18e-03      2.74e-02    2.8e-05
 625000      1.53e-01      9.90e-05      2.88e-02    2.7e-05
 625100      1.52e-01      2.14e-04      2.86e-02    2.7e-05
 625200      1.50e-01      7.57e-04      2.80e-02    2.7e-05
 625300      1.48e-01      4.75e-04      2.77e-02    2.7e-05
 625400      1.76e-01      3.36e-04      3.31e-02    2.7e-05
 625500      1.41e-01      4.52e-04      2.65e-02    2.7e-05
 625600      1.59e-01      7.93e-04      2.97e-02    2.7e-05
 625700      1.39e-01      1.71e-05      2.61e-02    2.7e-05
 625800      1.57e-01      6.75e-04      2.94e-02    2.7e-05
 625900      1.65e-01      2.42e-03      2.97e-02    2.7e-05
 626000      1.47e-01      7.12e-04      2.76e-02    2.7e-05
 626100      1.58e-01      9.16e-04      2.96e-02    2.7e-05
 626200      1.41e-01      2.79e-04      2.65e-02    2.7e-05
 626300      1.59e-01      6.77e-04      2.97e-02    2.7e-05
 626400      1.41e-01      2.50e-04      2.64e-02    2.7e-05
 626500      1.51e-01      5.45e-04      2.83e-02    2.7e-05
 626600      1.53e-01      9.06e-04      2.86e-02    2.7e-05
 626700      1.52e-01      7.12e-04      2.85e-02    2.7e-05
 626800      1.55e-01      2.91e-04      2.91e-02    2.7e-05
 626900      1.51e-01      6.43e-04      2.83e-02    2.7e-05
 627000      1.53e-01      8.97e-04      2.86e-02    2.7e-05
 627100      1.45e-01      1.49e-05      2.73e-02    2.7e-05
 627200      1.30e-01      5.00e-04      2.43e-02    2.7e-05
 627300      1.63e-01      8.62e-04      3.05e-02    2.7e-05
 627400      1.51e-01      4.74e-04      2.83e-02    2.7e-05
 627500      1.57e-01      5.89e-04      2.94e-02    2.7e-05
 627600      1.55e-01      3.01e-04      2.90e-02    2.7e-05
 627700      1.61e-01      9.48e-04      3.01e-02    2.7e-05
 627800      1.68e-01      5.49e-04      3.14e-02    2.7e-05
 627900      1.57e-01      4.69e-05      2.95e-02    2.7e-05
 628000      1.48e-01      6.47e-04      2.76e-02    2.7e-05
 628100      1.47e-01      9.53e-04      2.74e-02    2.7e-05
 628200      1.54e-01      1.27e-04      2.89e-02    2.7e-05
 628300      1.42e-01      1.54e-04      2.66e-02    2.7e-05
 628400      1.56e-01      3.49e-05      2.92e-02    2.7e-05
 628500      1.64e-01      3.32e-04      3.07e-02    2.7e-05
 628600      1.72e-01      1.74e-03      3.17e-02    2.7e-05
 628700      1.55e-01      6.03e-04      2.91e-02    2.7e-05
 628800      1.66e-01      9.77e-04      3.10e-02    2.7e-05
 628900      1.44e-01      1.06e-04      2.69e-02    2.7e-05
 629000      1.47e-01      1.19e-03      2.73e-02    2.7e-05
 629100      1.56e-01      3.26e-04      2.92e-02    2.7e-05
 629200      1.40e-01      5.36e-04      2.63e-02    2.7e-05
 629300      1.25e-01      1.07e-04      2.36e-02    2.7e-05
 629400      1.44e-01      9.87e-06      2.70e-02    2.7e-05
 629500      1.51e-01      5.74e-04      2.82e-02    2.7e-05
 629600      1.80e-01      9.03e-04      3.36e-02    2.7e-05
 629700      1.55e-01      9.94e-04      2.89e-02    2.7e-05
 629800      1.56e-01      2.44e-04      2.92e-02    2.7e-05
 629900      1.40e-01      6.49e-04      2.62e-02    2.7e-05
 630000      1.59e-01      1.26e-03      2.98e-02    2.7e-05
 630100      1.71e-01      7.80e-04      3.24e-02    2.7e-05
 630200      1.70e-01      2.16e-04      3.24e-02    2.7e-05
 630300      1.44e-01      4.26e-04      2.74e-02    2.7e-05
 630400      1.50e-01      4.07e-04      2.85e-02    2.7e-05
 630500      1.48e-01      3.89e-04      2.81e-02    2.7e-05
 630600      1.40e-01      4.09e-04      2.66e-02    2.7e-05
 630700      1.79e-01      1.37e-04      3.40e-02    2.7e-05
 630800      1.38e-01      9.28e-06      2.63e-02    2.7e-05
 630900      1.70e-01      6.01e-04      3.23e-02    2.7e-05
 631000      1.49e-01      3.81e-05      2.84e-02    2.7e-05
 631100      1.57e-01      2.68e-04      2.98e-02    2.7e-05
 631200      1.57e-01      6.44e-05      2.98e-02    2.7e-05
 631300      1.50e-01      3.84e-04      2.86e-02    2.7e-05
 631400      1.68e-01      8.15e-04      3.18e-02    2.7e-05
 631500      1.41e-01      6.71e-04      2.68e-02    2.7e-05
 631600      1.51e-01      6.20e-04      2.87e-02    2.7e-05
 631700      1.49e-01      8.05e-05      2.83e-02    2.7e-05
 631800      1.53e-01      1.61e-04      2.91e-02    2.7e-05
 631900      1.49e-01      5.93e-05      2.83e-02    2.7e-05
 632000      1.33e-01      7.67e-04      2.52e-02    2.7e-05
 632100      1.49e-01      3.28e-04      2.84e-02    2.7e-05
 632200      1.54e-01      4.21e-05      2.94e-02    2.7e-05
 632300      1.50e-01      6.07e-05      2.85e-02    2.7e-05
 632400      1.45e-01      7.13e-04      2.74e-02    2.7e-05
 632500      1.42e-01      2.50e-04      2.70e-02    2.7e-05
 632600      1.38e-01      2.25e-05      2.63e-02    2.7e-05
 632700      1.78e-01      3.80e-04      3.39e-02    2.7e-05
 632800      1.52e-01      3.02e-04      2.89e-02    2.7e-05
 632900      1.46e-01      7.50e-05      2.77e-02    2.7e-05
 633000      1.55e-01      8.79e-04      2.94e-02    2.7e-05
 633100      1.32e-01      4.59e-04      2.51e-02    2.7e-05
 633200      1.55e-01      6.93e-05      2.94e-02    2.7e-05
 633300      1.62e-01      2.30e-03      2.97e-02    2.7e-05
 633400      1.43e-01      3.20e-04      2.72e-02    2.7e-05
 633500      1.46e-01      6.81e-04      2.76e-02    2.7e-05
 633600      1.44e-01      6.89e-04      2.74e-02    2.7e-05
 633700      1.59e-01      8.13e-04      3.02e-02    2.7e-05
 633800      1.38e-01      3.48e-04      2.62e-02    2.7e-05
 633900      1.58e-01      1.64e-04      3.01e-02    2.7e-05
 634000      1.54e-01      1.24e-03      2.90e-02    2.7e-05
 634100      1.44e-01      1.13e-03      2.71e-02    2.7e-05
 634200      1.46e-01      4.78e-04      2.77e-02    2.7e-05
 634300      1.43e-01      3.49e-05      2.73e-02    2.7e-05
 634400      1.39e-01      2.91e-04      2.64e-02    2.7e-05
 634500      1.27e-01      5.78e-04      2.42e-02    2.7e-05
 634600      1.39e-01      8.58e-04      2.62e-02    2.7e-05
 634700      1.67e-01      2.01e-04      3.19e-02    2.7e-05
 634800      1.59e-01      8.40e-05      3.02e-02    2.7e-05
 634900      1.40e-01      1.42e-04      2.66e-02    2.7e-05
 635000      1.46e-01      2.91e-05      2.82e-02    2.6e-05
 635100      1.57e-01      2.09e-04      3.03e-02    2.6e-05
 635200      1.31e-01      2.38e-04      2.53e-02    2.6e-05
 635300      1.57e-01      4.99e-04      3.03e-02    2.6e-05
 635400      1.46e-01      3.75e-04      2.81e-02    2.6e-05
 635500      1.45e-01      8.50e-04      2.77e-02    2.6e-05
 635600      1.42e-01      6.11e-04      2.72e-02    2.6e-05
 635700      1.39e-01      8.33e-04      2.66e-02    2.6e-05
 635800      1.26e-01      6.64e-04      2.43e-02    2.6e-05
 635900      1.38e-01      2.60e-04      2.67e-02    2.6e-05
 636000      1.33e-01      5.11e-04      2.56e-02    2.6e-05
 636100      1.38e-01      5.35e-04      2.65e-02    2.6e-05
 636200      1.55e-01      4.01e-04      2.98e-02    2.6e-05
 636300      1.52e-01      2.11e-06      2.93e-02    2.6e-05
 636400      1.47e-01      1.02e-03      2.82e-02    2.6e-05
 636500      1.53e-01      2.62e-04      2.95e-02    2.6e-05
 636600      1.60e-01      2.87e-04      3.08e-02    2.6e-05
 636700      1.37e-01      7.10e-04      2.64e-02    2.6e-05
 636800      1.37e-01      6.59e-04      2.63e-02    2.6e-05
 636900      1.46e-01      8.53e-04      2.81e-02    2.6e-05
 637000      1.42e-01      8.92e-04      2.71e-02    2.6e-05
 637100      1.58e-01      9.52e-04      3.03e-02    2.6e-05
 637200      1.44e-01      1.23e-03      2.75e-02    2.6e-05
 637300      1.58e-01      2.83e-04      3.05e-02    2.6e-05
 637400      1.42e-01      6.87e-04      2.73e-02    2.6e-05
 637500      1.58e-01      5.00e-04      3.04e-02    2.6e-05
 637600      1.37e-01      1.75e-04      2.65e-02    2.6e-05
 637700      1.43e-01      2.62e-04      2.76e-02    2.6e-05
 637800      1.43e-01      9.70e-04      2.75e-02    2.6e-05
 637900      1.51e-01      1.57e-04      2.92e-02    2.6e-05
 638000      1.61e-01      1.61e-03      3.04e-02    2.6e-05
 638100      1.48e-01      7.32e-04      2.84e-02    2.6e-05
 638200      1.41e-01      8.53e-04      2.70e-02    2.6e-05
 638300      1.50e-01      1.80e-03      2.81e-02    2.6e-05
 638400      1.52e-01      2.93e-04      2.93e-02    2.6e-05
 638500      1.42e-01      6.14e-07      2.75e-02    2.6e-05
 638600      1.51e-01      4.36e-04      2.90e-02    2.6e-05
 638700      1.49e-01      5.40e-04      2.86e-02    2.6e-05
 638800      1.49e-01      1.75e-04      2.87e-02    2.6e-05
 638900      1.40e-01      1.21e-03      2.66e-02    2.6e-05
 639000      1.62e-01      9.19e-04      3.10e-02    2.6e-05
 639100      1.51e-01      1.29e-04      2.92e-02    2.6e-05
 639200      1.70e-01      2.11e-03      3.19e-02    2.6e-05
 639300      1.44e-01      7.66e-04      2.77e-02    2.6e-05
 639400      1.63e-01      9.16e-05      3.14e-02    2.6e-05
 639500      1.42e-01      5.30e-05      2.74e-02    2.6e-05
 639600      1.76e-01      2.86e-04      3.40e-02    2.6e-05
 639700      1.58e-01      8.73e-04      3.03e-02    2.6e-05
 639800      1.47e-01      3.38e-04      2.84e-02    2.6e-05
 639900      1.72e-01      2.78e-04      3.31e-02    2.6e-05
 640000      1.33e-01      3.84e-04      2.61e-02    2.5e-05
 640100      1.37e-01      4.51e-04      2.68e-02    2.5e-05
 640200      1.44e-01      3.50e-04      2.82e-02    2.5e-05
 640300      1.49e-01      5.02e-04      2.91e-02    2.5e-05
 640400      1.50e-01      2.51e-04      2.93e-02    2.5e-05
 640500      1.49e-01      1.52e-03      2.87e-02    2.5e-05
 640600      1.50e-01      1.41e-03      2.88e-02    2.5e-05
 640700      1.52e-01      1.08e-03      2.95e-02    2.5e-05
 640800      1.39e-01      5.96e-04      2.70e-02    2.5e-05
 640900      1.62e-01      1.63e-03      3.11e-02    2.5e-05
 641000      1.46e-01      1.18e-04      2.86e-02    2.5e-05
 641100      1.40e-01      3.63e-04      2.74e-02    2.5e-05
 641200      1.34e-01      3.74e-04      2.61e-02    2.5e-05
 641300      1.37e-01      5.47e-04      2.68e-02    2.5e-05
 641400      1.47e-01      2.74e-04      2.88e-02    2.5e-05
 641500      1.42e-01      6.65e-04      2.77e-02    2.5e-05
 641600      1.46e-01      5.98e-05      2.85e-02    2.5e-05
 641700      1.49e-01      7.76e-04      2.91e-02    2.5e-05
 641800      1.33e-01      2.39e-04      2.60e-02    2.5e-05
 641900      1.48e-01      8.67e-04      2.88e-02    2.5e-05
 642000      1.53e-01      1.18e-04      2.99e-02    2.5e-05
 642100      1.51e-01      4.18e-04      2.95e-02    2.5e-05
 642200      1.39e-01      5.60e-04      2.71e-02    2.5e-05
 642300      1.49e-01      3.47e-04      2.91e-02    2.5e-05
 642400      1.44e-01      5.44e-05      2.82e-02    2.5e-05
 642500      1.46e-01      1.92e-04      2.85e-02    2.5e-05
 642600      1.49e-01      1.47e-03      2.85e-02    2.5e-05
 642700      1.37e-01      2.65e-04      2.67e-02    2.5e-05
 642800      1.32e-01      8.41e-05      2.59e-02    2.5e-05
 642900      1.43e-01      7.88e-04      2.78e-02    2.5e-05
 643000      1.54e-01      1.07e-03      3.00e-02    2.5e-05
 643100      1.38e-01      2.46e-04      2.71e-02    2.5e-05
 643200      1.65e-01      1.60e-04      3.24e-02    2.5e-05
 643300      1.50e-01      2.73e-04      2.93e-02    2.5e-05
 643400      1.52e-01      1.18e-03      2.94e-02    2.5e-05
 643500      1.47e-01      3.05e-05      2.88e-02    2.5e-05
 643600      1.45e-01      3.50e-04      2.84e-02    2.5e-05
 643700      1.43e-01      1.89e-03      2.70e-02    2.5e-05
 643800      1.43e-01      4.52e-05      2.81e-02    2.5e-05
 643900      1.52e-01      7.15e-04      2.96e-02    2.5e-05
 644000      1.43e-01      3.81e-04      2.80e-02    2.5e-05
 644100      1.49e-01      2.43e-04      2.92e-02    2.5e-05
 644200      1.38e-01      7.38e-04      2.68e-02    2.5e-05
 644300      1.53e-01      6.65e-04      2.98e-02    2.5e-05
 644400      1.74e-01      1.24e-03      3.37e-02    2.5e-05
 644500      1.61e-01      3.20e-04      3.16e-02    2.5e-05
 644600      1.58e-01      6.38e-05      3.10e-02    2.5e-05
 644700      1.34e-01      7.45e-04      2.61e-02    2.5e-05
 644800      1.34e-01      1.50e-04      2.63e-02    2.5e-05
 644900      1.45e-01      4.90e-04      2.84e-02    2.5e-05
 645000      1.53e-01      8.90e-04      3.03e-02    2.4e-05
 645100      1.49e-01      1.28e-04      2.95e-02    2.4e-05
 645200      1.53e-01      8.59e-06      3.04e-02    2.4e-05
 645300      1.53e-01      7.74e-04      3.02e-02    2.4e-05
 645400      1.39e-01      6.67e-04      2.75e-02    2.4e-05
 645500      1.58e-01      6.93e-05      3.14e-02    2.4e-05
 645600      1.41e-01      3.39e-04      2.80e-02    2.4e-05
 645700      1.49e-01      6.31e-04      2.95e-02    2.4e-05
 645800      1.37e-01      5.47e-05      2.72e-02    2.4e-05
 645900      1.42e-01      4.04e-04      2.82e-02    2.4e-05
 646000      1.54e-01      3.19e-04      3.06e-02    2.4e-05
 646100      1.43e-01      6.43e-04      2.84e-02    2.4e-05
 646200      1.46e-01      7.88e-04      2.89e-02    2.4e-05
 646300      1.40e-01      1.09e-04      2.78e-02    2.4e-05
 646400      1.45e-01      1.81e-04      2.88e-02    2.4e-05
 646500      1.53e-01      1.83e-04      3.03e-02    2.4e-05
 646600      1.45e-01      2.89e-04      2.88e-02    2.4e-05
 646700      1.54e-01      1.82e-03      2.98e-02    2.4e-05
 646800      1.48e-01      1.21e-03      2.90e-02    2.4e-05
 646900      1.32e-01      4.32e-04      2.61e-02    2.4e-05
 647000      1.32e-01      8.28e-05      2.62e-02    2.4e-05
 647100      1.44e-01      9.33e-04      2.84e-02    2.4e-05
 647200      1.29e-01      4.87e-04      2.55e-02    2.4e-05
 647300      1.27e-01      2.81e-04      2.51e-02    2.4e-05
 647400      1.49e-01      5.67e-04      2.94e-02    2.4e-05
 647500      1.41e-01      1.36e-03      2.74e-02    2.4e-05
 647600      1.37e-01      8.17e-05      2.72e-02    2.4e-05
 647700      1.33e-01      5.46e-04      2.64e-02    2.4e-05
 647800      1.44e-01      1.51e-04      2.85e-02    2.4e-05
 647900      1.33e-01      8.69e-04      2.61e-02    2.4e-05
 648000      1.49e-01      6.13e-04      2.94e-02    2.4e-05
 648100      1.30e-01      3.38e-04      2.57e-02    2.4e-05
 648200      1.58e-01      5.84e-04      3.12e-02    2.4e-05
 648300      1.34e-01      9.90e-05      2.65e-02    2.4e-05
 648400      1.48e-01      3.14e-05      2.94e-02    2.4e-05
 648500      1.45e-01      4.22e-04      2.87e-02    2.4e-05
 648600      1.68e-01      1.16e-03      3.30e-02    2.4e-05
 648700      1.54e-01      1.59e-03      3.00e-02    2.4e-05
 648800      1.42e-01      9.66e-04      2.79e-02    2.4e-05
 648900      1.47e-01      1.20e-03      2.88e-02    2.4e-05
 649000      1.58e-01      3.01e-04      3.13e-02    2.4e-05
 649100      1.60e-01      1.46e-03      3.13e-02    2.4e-05
 649200      1.30e-01      4.71e-04      2.57e-02    2.4e-05
 649300      1.55e-01      9.62e-04      3.06e-02    2.4e-05
 649400      1.45e-01      6.00e-04      2.86e-02    2.4e-05
 649500      1.52e-01      5.34e-04      3.01e-02    2.4e-05
 649600      1.46e-01      2.70e-04      2.89e-02    2.4e-05
 649700      1.50e-01      1.66e-04      2.97e-02    2.4e-05
 649800      1.41e-01      8.87e-04      2.77e-02    2.4e-05
 649900      1.33e-01      5.37e-04      2.63e-02    2.4e-05
 650000      1.35e-01      1.12e-03      2.69e-02    2.4e-05
 650100      1.48e-01      8.10e-04      2.96e-02    2.4e-05
 650200      1.34e-01      5.58e-04      2.68e-02    2.4e-05
 650300      1.28e-01      3.73e-04      2.56e-02    2.4e-05
 650400      1.38e-01      2.65e-04      2.78e-02    2.4e-05
 650500      1.35e-01      8.00e-05      2.72e-02    2.4e-05
 650600      1.45e-01      3.61e-04      2.92e-02    2.4e-05
 650700      1.28e-01      4.65e-04      2.58e-02    2.4e-05
 650800      1.57e-01      4.98e-04      3.15e-02    2.4e-05
 650900      1.31e-01      8.76e-04      2.62e-02    2.4e-05
 651000      1.41e-01      2.53e-04      2.83e-02    2.4e-05
 651100      1.34e-01      3.10e-04      2.69e-02    2.4e-05
 651200      1.49e-01      1.58e-03      2.94e-02    2.4e-05
 651300      1.27e-01      5.57e-04      2.54e-02    2.4e-05
 651400      1.37e-01      7.21e-04      2.75e-02    2.4e-05
 651500      1.35e-01      6.00e-04      2.71e-02    2.4e-05
 651600      1.43e-01      4.72e-05      2.87e-02    2.4e-05
 651700      1.35e-01      4.77e-04      2.71e-02    2.4e-05
 651800      1.28e-01      1.40e-03      2.52e-02    2.4e-05
 651900      1.33e-01      2.85e-05      2.67e-02    2.4e-05
 652000      1.41e-01      5.63e-04      2.82e-02    2.4e-05
 652100      1.28e-01      2.28e-04      2.58e-02    2.4e-05
 652200      1.38e-01      3.26e-04      2.78e-02    2.4e-05
 652300      1.43e-01      2.61e-05      2.88e-02    2.4e-05
 652400      1.42e-01      1.92e-04      2.86e-02    2.4e-05
 652500      1.49e-01      5.13e-04      2.99e-02    2.4e-05
 652600      1.50e-01      1.67e-04      3.02e-02    2.4e-05
 652700      1.39e-01      2.86e-04      2.79e-02    2.4e-05
 652800      1.49e-01      2.73e-04      3.00e-02    2.4e-05
 652900      1.42e-01      3.32e-04      2.86e-02    2.4e-05
 653000      1.46e-01      3.52e-04      2.94e-02    2.4e-05
 653100      1.24e-01      1.47e-04      2.49e-02    2.4e-05
 653200      1.46e-01      9.77e-04      2.92e-02    2.4e-05
 653300      1.58e-01      2.08e-04      3.17e-02    2.4e-05
 653400      1.57e-01      5.28e-04      3.15e-02    2.4e-05
 653500      1.34e-01      5.52e-04      2.69e-02    2.4e-05
 653600      1.35e-01      5.62e-04      2.71e-02    2.4e-05
 653700      1.43e-01      6.59e-04      2.86e-02    2.4e-05
 653800      1.44e-01      1.90e-04      2.89e-02    2.4e-05
 653900      1.49e-01      1.28e-04      3.00e-02    2.4e-05
 654000      1.37e-01      1.13e-03      2.72e-02    2.4e-05
