0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.0 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2.0 0.02 0.04 0.06 0.08 0.1 0.12 0.14 0.16 0.18 0.2 0.22 0.24 0.26 0.28 0.3 0.32 0.34 0.36 0.38 0.4
-7.68436212 -7.67042833 -7.67304395 -7.67476083 -7.67597500 -7.67688190 -7.67758754 -7.67815409 -7.67862033 -7.67901172 -7.67934564 -7.67963446 -7.67988711 -7.68011032 -7.68030919 -7.68048770 -7.68064896 -7.68079550 -7.68092934 -7.68105215 -7.68116530 -7.66712216 -7.66809512 -7.66896045 -7.66973382 -7.67042833 -7.67105489 -7.67162263 -7.67213924 -7.67261119 -7.67304395 -7.67344215 -7.67380977 -7.67415021 -7.67446638 -7.67476083 -7.67503575 -7.67529305 -7.67553440 -7.67576129 -7.67597500
-7.68436212 -7.67057985 -7.67321544 -7.67493003 -7.67613588 -7.67703437 -7.67773278 -7.67829572 -7.67875463 -7.67914239 -7.67947337 -7.67975928 -7.68000903 -7.68022977 -7.68042715 -7.68060459 -7.68076435 -7.68090933 -7.68104236 -7.68116412 -7.68127807 -7.66722563 -7.66821298 -7.66908960 -7.66987544 -7.67057985 -7.67121322 -7.67178655 -7.67230700 -7.67278140 -7.67321544 -7.67361427 -7.67398166 -7.67432169 -7.67463655 -7.67493003 -7.67520375 -7.67545897 -7.67569853 -7.67592453 -7.67613588
-7.68436212 -7.67185504 -7.67394752 -7.67536341 -7.67639661 -7.67718957 -7.67782067 -7.67833693 -7.67876843 -7.67913539 -7.67945196 -7.67972833 -7.67997206 -7.68018889 -7.68038326 -7.68055865 -7.68071785 -7.68086311 -7.68099627 -7.68111885 -7.68123213 -7.66923065 -7.67000759 -7.67069386 -7.67130556 -7.67185504 -7.67235196 -7.67280401 -7.67321738 -7.67359715 -7.67394752 -7.67427197 -7.67457346 -7.67485448 -7.67511719 -7.67536341 -7.67559475 -7.67581259 -7.67601816 -7.67621251 -7.67639661
-7.68436212 -7.67024104 -7.67309638 -7.67487674 -7.67610818 -7.67701832 -7.67772268 -7.67828657 -7.67874988 -7.67913849 -7.67946990 -7.67975648 -7.68000719 -7.68022868 -7.68042605 -7.68060323 -7.68076332 -7.68090882 -7.68104173 -7.68116371 -7.68127612 -7.66619941 -7.66745553 -7.66852192 -7.66944038 -7.67024104 -7.67094466 -7.67157115 -7.67213211 -7.67263780 -7.67309638 -7.67351446 -7.67389743 -7.67424975 -7.67457515 -7.67487674 -7.67515718 -7.67541873 -7.67566333 -7.67589266 -7.67610818
