0.000000000000000000e+00 -7.684362120000000296e+00 -7.684362120000000296e+00 -7.684362120000000296e+00 -7.684362120000000296e+00
1.000000000000000056e-01 -7.670428330000000017e+00 -7.670579850000000199e+00 -7.671855039999999626e+00 -7.670241039999999622e+00
2.000000000000000111e-01 -7.673043950000000279e+00 -7.673215439999999887e+00 -7.673947519999999578e+00 -7.673096379999999606e+00
2.999999999999999889e-01 -7.674760830000000311e+00 -7.674930029999999626e+00 -7.675363410000000108e+00 -7.674876740000000197e+00
4.000000000000000222e-01 -7.675975000000000215e+00 -7.676135880000000355e+00 -7.676396610000000287e+00 -7.676108179999999948e+00
5.000000000000000000e-01 -7.676881899999999703e+00 -7.677034370000000330e+00 -7.677189570000000352e+00 -7.677018320000000173e+00
5.999999999999999778e-01 -7.677587540000000210e+00 -7.677732780000000368e+00 -7.677820670000000014e+00 -7.677722679999999578e+00
6.999999999999999556e-01 -7.678154089999999599e+00 -7.678295720000000379e+00 -7.678336930000000393e+00 -7.678286570000000033e+00
8.000000000000000444e-01 -7.678620330000000216e+00 -7.678754630000000247e+00 -7.678768429999999867e+00 -7.678749879999999806e+00
9.000000000000000222e-01 -7.679011720000000096e+00 -7.679142389999999985e+00 -7.679135389999999894e+00 -7.679138489999999706e+00
1.000000000000000000e+00 -7.679345640000000195e+00 -7.679473370000000187e+00 -7.679451959999999744e+00 -7.679469899999999960e+00
1.100000000000000089e+00 -7.679634459999999940e+00 -7.679759279999999855e+00 -7.679728329999999659e+00 -7.679756479999999996e+00
1.199999999999999956e+00 -7.679887110000000128e+00 -7.680009029999999903e+00 -7.679972059999999878e+00 -7.680007190000000428e+00
1.300000000000000044e+00 -7.680110319999999824e+00 -7.680229770000000400e+00 -7.680188890000000157e+00 -7.680228679999999919e+00
1.399999999999999911e+00 -7.680309190000000008e+00 -7.680427149999999870e+00 -7.680383260000000156e+00 -7.680426050000000338e+00
1.500000000000000000e+00 -7.680487699999999585e+00 -7.680604589999999732e+00 -7.680558650000000043e+00 -7.680603230000000003e+00
1.600000000000000089e+00 -7.680648960000000081e+00 -7.680764349999999574e+00 -7.680717849999999736e+00 -7.680763319999999617e+00
1.699999999999999956e+00 -7.680795500000000331e+00 -7.680909330000000423e+00 -7.680863109999999772e+00 -7.680908819999999970e+00
1.800000000000000044e+00 -7.680929339999999605e+00 -7.681042360000000180e+00 -7.680996269999999626e+00 -7.681041729999999568e+00
1.899999999999999911e+00 -7.681052150000000189e+00 -7.681164120000000040e+00 -7.681118849999999831e+00 -7.681163709999999867e+00
2.000000000000000000e+00 -7.681165299999999974e+00 -7.681278070000000291e+00 -7.681232129999999714e+00 -7.681276119999999707e+00
2.000000000000000042e-02 -7.667122159999999909e+00 -7.667225629999999903e+00 -7.669230650000000260e+00 -7.666199409999999936e+00
4.000000000000000083e-02 -7.668095120000000264e+00 -7.668212979999999845e+00 -7.670007589999999986e+00 -7.667455529999999797e+00
5.999999999999999778e-02 -7.668960450000000151e+00 -7.669089600000000395e+00 -7.670693860000000086e+00 -7.668521919999999881e+00
8.000000000000000167e-02 -7.669733820000000257e+00 -7.669875440000000211e+00 -7.671305560000000412e+00 -7.669440380000000168e+00
1.000000000000000056e-01 -7.670428330000000017e+00 -7.670579850000000199e+00 -7.671855039999999626e+00 -7.670241039999999622e+00
1.199999999999999956e-01 -7.671054889999999737e+00 -7.671213220000000277e+00 -7.672351960000000304e+00 -7.670944659999999971e+00
1.400000000000000133e-01 -7.671622629999999887e+00 -7.671786550000000204e+00 -7.672804010000000119e+00 -7.671571150000000117e+00
1.600000000000000033e-01 -7.672139239999999916e+00 -7.672306999999999988e+00 -7.673217379999999643e+00 -7.672132109999999727e+00
1.799999999999999933e-01 -7.672611189999999581e+00 -7.672781399999999863e+00 -7.673597149999999978e+00 -7.672637800000000396e+00
2.000000000000000111e-01 -7.673043950000000279e+00 -7.673215439999999887e+00 -7.673947519999999578e+00 -7.673096379999999606e+00
2.200000000000000011e-01 -7.673442149999999629e+00 -7.673614269999999848e+00 -7.674271970000000387e+00 -7.673514459999999815e+00
2.399999999999999911e-01 -7.673809770000000086e+00 -7.673981659999999927e+00 -7.674573460000000402e+00 -7.673897430000000242e+00
2.600000000000000089e-01 -7.674150209999999639e+00 -7.674321690000000196e+00 -7.674854479999999590e+00 -7.674249750000000425e+00
2.800000000000000266e-01 -7.674466380000000143e+00 -7.674636549999999779e+00 -7.675117189999999923e+00 -7.674575149999999901e+00
2.999999999999999889e-01 -7.674760830000000311e+00 -7.674930029999999626e+00 -7.675363410000000108e+00 -7.674876740000000197e+00
3.200000000000000067e-01 -7.675035750000000156e+00 -7.675203749999999658e+00 -7.675594750000000133e+00 -7.675157180000000245e+00
3.400000000000000244e-01 -7.675293049999999617e+00 -7.675458970000000214e+00 -7.675812589999999602e+00 -7.675418729999999634e+00
3.599999999999999867e-01 -7.675534400000000090e+00 -7.675698530000000019e+00 -7.676018159999999924e+00 -7.675663329999999895e+00
3.800000000000000044e-01 -7.675761289999999626e+00 -7.675924529999999635e+00 -7.676212510000000044e+00 -7.675892659999999701e+00
4.000000000000000222e-01 -7.675975000000000215e+00 -7.676135880000000355e+00 -7.676396610000000287e+00 -7.676108179999999948e+00
