# step       rmse_trn   rmse_gl_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
1571100      1.66e-05      1.20e-06    1.2e-07
1571200      1.67e-05      1.20e-06    1.2e-07
1571300      8.43e-06      6.08e-07    1.2e-07
1571400      2.21e-05      1.59e-06    1.2e-07
1571500      2.61e-05      1.89e-06    1.2e-07
1571600      7.52e-06      5.42e-07    1.2e-07
1571700      7.05e-06      5.09e-07    1.2e-07
1571800      1.48e-05      1.07e-06    1.2e-07
1571900      2.71e-05      1.96e-06    1.2e-07
1572000      3.54e-05      2.55e-06    1.2e-07
1572100      4.28e-05      3.09e-06    1.2e-07
1572200      1.19e-05      8.58e-07    1.2e-07
1572300      4.70e-06      3.39e-07    1.2e-07
1572400      4.31e-05      3.11e-06    1.2e-07
1572500      2.25e-05      1.63e-06    1.2e-07
1572600      7.96e-06      5.74e-07    1.2e-07
1572700      3.34e-05      2.41e-06    1.2e-07
1572800      1.29e-05      9.31e-07    1.2e-07
1572900      9.39e-05      6.78e-06    1.2e-07
1573000      3.04e-05      2.19e-06    1.2e-07
1573100      8.51e-06      6.14e-07    1.2e-07
1573200      1.62e-05      1.17e-06    1.2e-07
1573300      1.27e-05      9.20e-07    1.2e-07
1573400      2.62e-05      1.89e-06    1.2e-07
1573500      1.98e-05      1.43e-06    1.2e-07
1573600      1.12e-05      8.07e-07    1.2e-07
1573700      6.03e-05      4.35e-06    1.2e-07
1573800      9.53e-05      6.87e-06    1.2e-07
1573900      1.22e-05      8.81e-07    1.2e-07
1574000      9.12e-06      6.58e-07    1.2e-07
1574100      2.10e-05      1.51e-06    1.2e-07
1574200      1.52e-05      1.09e-06    1.2e-07
1574300      1.99e-05      1.44e-06    1.2e-07
1574400      1.61e-05      1.16e-06    1.2e-07
1574500      2.46e-05      1.78e-06    1.2e-07
1574600      1.51e-05      1.09e-06    1.2e-07
1574700      2.29e-05      1.65e-06    1.2e-07
1574800      6.87e-05      4.96e-06    1.2e-07
1574900      2.11e-05      1.52e-06    1.2e-07
1575000      1.56e-05      1.13e-06    1.2e-07
1575100      2.85e-05      2.06e-06    1.2e-07
1575200      6.97e-06      5.03e-07    1.2e-07
1575300      1.47e-05      1.06e-06    1.2e-07
1575400      3.55e-05      2.56e-06    1.2e-07
1575500      2.19e-05      1.58e-06    1.2e-07
1575600      1.53e-05      1.10e-06    1.2e-07
1575700      1.62e-05      1.17e-06    1.2e-07
1575800      3.85e-05      2.78e-06    1.2e-07
1575900      7.31e-06      5.28e-07    1.2e-07
1576000      1.49e-05      1.07e-06    1.2e-07
1576100      6.23e-05      4.50e-06    1.2e-07
1576200      2.30e-05      1.66e-06    1.2e-07
1576300      2.30e-04      1.66e-05    1.2e-07
1576400      1.06e-05      7.67e-07    1.2e-07
1576500      2.05e-05      1.48e-06    1.2e-07
1576600      1.73e-05      1.25e-06    1.2e-07
1576700      3.62e-05      2.61e-06    1.2e-07
1576800      2.65e-05      1.91e-06    1.2e-07
1576900      7.92e-05      5.72e-06    1.2e-07
1577000      1.05e-05      7.59e-07    1.2e-07
1577100      9.26e-06      6.68e-07    1.2e-07
1577200      1.63e-05      1.18e-06    1.2e-07
1577300      4.74e-05      3.42e-06    1.2e-07
1577400      1.14e-04      8.24e-06    1.2e-07
1577500      1.32e-05      9.54e-07    1.2e-07
1577600      1.56e-05      1.12e-06    1.2e-07
1577700      1.33e-05      9.57e-07    1.2e-07
1577800      2.48e-05      1.79e-06    1.2e-07
1577900      8.21e-06      5.93e-07    1.2e-07
1578000      1.22e-05      8.78e-07    1.2e-07
1578100      1.33e-04      9.58e-06    1.2e-07
1578200      3.94e-05      2.84e-06    1.2e-07
1578300      5.41e-05      3.91e-06    1.2e-07
1578400      5.84e-05      4.22e-06    1.2e-07
1578500      5.82e-05      4.20e-06    1.2e-07
1578600      4.43e-05      3.20e-06    1.2e-07
1578700      1.48e-05      1.07e-06    1.2e-07
1578800      3.19e-05      2.30e-06    1.2e-07
1578900      2.14e-05      1.55e-06    1.2e-07
1579000      2.49e-05      1.80e-06    1.2e-07
1579100      1.54e-04      1.11e-05    1.2e-07
1579200      7.26e-06      5.24e-07    1.2e-07
1579300      9.43e-06      6.81e-07    1.2e-07
1579400      2.17e-05      1.57e-06    1.2e-07
1579500      1.35e-05      9.72e-07    1.2e-07
1579600      2.65e-05      1.91e-06    1.2e-07
1579700      5.27e-05      3.80e-06    1.2e-07
1579800      2.39e-05      1.72e-06    1.2e-07
1579900      1.75e-05      1.26e-06    1.2e-07
1580000      6.33e-05      4.57e-06    1.1e-07
1580100      1.22e-04      8.81e-06    1.1e-07
1580200      2.51e-05      1.81e-06    1.1e-07
1580300      6.81e-06      4.91e-07    1.1e-07
1580400      6.73e-06      4.86e-07    1.1e-07
1580500      2.92e-05      2.10e-06    1.1e-07
1580600      3.47e-05      2.51e-06    1.1e-07
1580700      1.99e-05      1.43e-06    1.1e-07
1580800      1.41e-05      1.02e-06    1.1e-07
1580900      1.27e-05      9.15e-07    1.1e-07
1581000      1.05e-05      7.55e-07    1.1e-07
1581100      1.11e-05      7.98e-07    1.1e-07
1581200      1.67e-05      1.21e-06    1.1e-07
1581300      3.72e-05      2.68e-06    1.1e-07
1581400      1.72e-05      1.24e-06    1.1e-07
1581500      6.69e-06      4.83e-07    1.1e-07
1581600      1.85e-05      1.33e-06    1.1e-07
1581700      7.14e-05      5.15e-06    1.1e-07
1581800      2.08e-05      1.50e-06    1.1e-07
1581900      1.85e-05      1.34e-06    1.1e-07
1582000      7.80e-06      5.63e-07    1.1e-07
1582100      1.04e-05      7.49e-07    1.1e-07
1582200      1.16e-05      8.36e-07    1.1e-07
1582300      1.25e-05      9.03e-07    1.1e-07
1582400      1.19e-05      8.58e-07    1.1e-07
1582500      2.69e-05      1.94e-06    1.1e-07
1582600      3.14e-05      2.27e-06    1.1e-07
1582700      9.49e-06      6.85e-07    1.1e-07
1582800      9.48e-06      6.84e-07    1.1e-07
1582900      1.11e-05      8.04e-07    1.1e-07
1583000      1.54e-04      1.11e-05    1.1e-07
1583100      2.06e-05      1.49e-06    1.1e-07
1583200      2.28e-05      1.64e-06    1.1e-07
1583300      2.56e-05      1.84e-06    1.1e-07
1583400      4.43e-05      3.20e-06    1.1e-07
1583500      2.77e-05      2.00e-06    1.1e-07
1583600      2.06e-05      1.49e-06    1.1e-07
1583700      1.86e-05      1.35e-06    1.1e-07
1583800      2.19e-05      1.58e-06    1.1e-07
1583900      9.48e-06      6.84e-07    1.1e-07
1584000      3.68e-05      2.65e-06    1.1e-07
1584100      1.94e-05      1.40e-06    1.1e-07
1584200      7.02e-06      5.07e-07    1.1e-07
1584300      7.51e-06      5.42e-07    1.1e-07
1584400      2.76e-05      1.99e-06    1.1e-07
1584500      2.52e-05      1.82e-06    1.1e-07
1584600      1.76e-05      1.27e-06    1.1e-07
1584700      8.04e-06      5.80e-07    1.1e-07
1584800      1.93e-04      1.39e-05    1.1e-07
1584900      2.94e-05      2.12e-06    1.1e-07
1585000      1.31e-05      9.44e-07    1.1e-07
1585100      7.04e-06      5.08e-07    1.1e-07
1585200      3.93e-05      2.84e-06    1.1e-07
1585300      3.65e-05      2.63e-06    1.1e-07
1585400      3.00e-05      2.17e-06    1.1e-07
1585500      2.17e-05      1.57e-06    1.1e-07
1585600      1.99e-05      1.44e-06    1.1e-07
1585700      2.46e-05      1.78e-06    1.1e-07
1585800      1.54e-05      1.11e-06    1.1e-07
1585900      2.00e-05      1.44e-06    1.1e-07
1586000      1.01e-05      7.29e-07    1.1e-07
1586100      5.82e-05      4.20e-06    1.1e-07
1586200      2.68e-05      1.94e-06    1.1e-07
1586300      1.61e-05      1.16e-06    1.1e-07
1586400      1.62e-05      1.17e-06    1.1e-07
1586500      1.01e-05      7.32e-07    1.1e-07
1586600      3.26e-05      2.35e-06    1.1e-07
1586700      7.52e-06      5.43e-07    1.1e-07
1586800      1.32e-05      9.50e-07    1.1e-07
1586900      3.36e-05      2.42e-06    1.1e-07
1587000      2.97e-05      2.14e-06    1.1e-07
1587100      1.37e-05      9.91e-07    1.1e-07
1587200      2.76e-05      1.99e-06    1.1e-07
1587300      1.47e-05      1.06e-06    1.1e-07
1587400      3.95e-05      2.85e-06    1.1e-07
1587500      1.05e-05      7.57e-07    1.1e-07
1587600      3.64e-05      2.63e-06    1.1e-07
1587700      7.97e-06      5.75e-07    1.1e-07
1587800      1.94e-05      1.40e-06    1.1e-07
1587900      4.77e-05      3.44e-06    1.1e-07
1588000      1.99e-05      1.44e-06    1.1e-07
1588100      1.13e-04      8.16e-06    1.1e-07
1588200      2.85e-05      2.06e-06    1.1e-07
1588300      1.26e-05      9.08e-07    1.1e-07
1588400      7.19e-06      5.19e-07    1.1e-07
1588500      1.27e-05      9.14e-07    1.1e-07
1588600      2.13e-05      1.54e-06    1.1e-07
1588700      6.89e-05      4.97e-06    1.1e-07
1588800      3.59e-05      2.59e-06    1.1e-07
1588900      8.89e-06      6.42e-07    1.1e-07
1589000      1.59e-05      1.15e-06    1.1e-07
1589100      3.16e-05      2.28e-06    1.1e-07
1589200      9.56e-06      6.90e-07    1.1e-07
1589300      3.70e-05      2.67e-06    1.1e-07
1589400      2.86e-05      2.07e-06    1.1e-07
1589500      9.92e-06      7.16e-07    1.1e-07
1589600      1.51e-05      1.09e-06    1.1e-07
1589700      2.62e-05      1.89e-06    1.1e-07
1589800      1.62e-05      1.17e-06    1.1e-07
1589900      5.21e-05      3.76e-06    1.1e-07
1590000      8.26e-06      5.96e-07    1.1e-07
1590100      1.15e-05      8.30e-07    1.1e-07
1590200      1.55e-05      1.12e-06    1.1e-07
1590300      4.26e-06      3.08e-07    1.1e-07
1590400      9.78e-05      7.05e-06    1.1e-07
1590500      2.11e-05      1.52e-06    1.1e-07
1590600      1.81e-05      1.30e-06    1.1e-07
1590700      1.82e-04      1.31e-05    1.1e-07
1590800      2.28e-05      1.65e-06    1.1e-07
1590900      1.81e-05      1.31e-06    1.1e-07
1591000      5.49e-05      3.97e-06    1.1e-07
1591100      5.60e-05      4.04e-06    1.1e-07
1591200      1.29e-05      9.29e-07    1.1e-07
1591300      1.69e-05      1.22e-06    1.1e-07
1591400      3.25e-05      2.34e-06    1.1e-07
1591500      1.78e-05      1.28e-06    1.1e-07
1591600      9.49e-06      6.85e-07    1.1e-07
1591700      3.25e-05      2.34e-06    1.1e-07
1591800      4.25e-05      3.07e-06    1.1e-07
1591900      4.03e-05      2.91e-06    1.1e-07
1592000      1.18e-05      8.48e-07    1.1e-07
1592100      2.59e-05      1.87e-06    1.1e-07
1592200      7.96e-05      5.74e-06    1.1e-07
1592300      1.65e-05      1.19e-06    1.1e-07
1592400      1.41e-05      1.02e-06    1.1e-07
1592500      3.22e-05      2.33e-06    1.1e-07
1592600      2.19e-05      1.58e-06    1.1e-07
1592700      1.18e-05      8.55e-07    1.1e-07
1592800      1.67e-05      1.20e-06    1.1e-07
1592900      7.83e-05      5.65e-06    1.1e-07
1593000      2.02e-05      1.46e-06    1.1e-07
1593100      2.26e-05      1.63e-06    1.1e-07
1593200      1.57e-05      1.13e-06    1.1e-07
1593300      1.80e-05      1.30e-06    1.1e-07
1593400      4.17e-05      3.01e-06    1.1e-07
1593500      4.53e-05      3.27e-06    1.1e-07
1593600      1.54e-04      1.11e-05    1.1e-07
1593700      2.03e-05      1.47e-06    1.1e-07
1593800      2.20e-05      1.59e-06    1.1e-07
1593900      8.92e-06      6.44e-07    1.1e-07
1594000      9.64e-06      6.95e-07    1.1e-07
1594100      9.74e-06      7.03e-07    1.1e-07
1594200      2.03e-05      1.47e-06    1.1e-07
1594300      1.46e-05      1.06e-06    1.1e-07
1594400      1.92e-05      1.39e-06    1.1e-07
1594500      9.05e-06      6.53e-07    1.1e-07
1594600      1.85e-05      1.33e-06    1.1e-07
1594700      2.36e-05      1.70e-06    1.1e-07
1594800      7.44e-06      5.37e-07    1.1e-07
1594900      1.88e-05      1.35e-06    1.1e-07
1595000      1.78e-05      1.28e-06    1.0e-07
1595100      2.22e-05      1.61e-06    1.0e-07
1595200      1.44e-05      1.04e-06    1.0e-07
1595300      1.72e-05      1.24e-06    1.0e-07
1595400      1.49e-05      1.08e-06    1.0e-07
1595500      3.27e-05      2.36e-06    1.0e-07
1595600      2.43e-05      1.75e-06    1.0e-07
1595700      2.83e-04      2.04e-05    1.0e-07
1595800      6.65e-05      4.80e-06    1.0e-07
1595900      1.25e-04      9.04e-06    1.0e-07
1596000      1.27e-05      9.16e-07    1.0e-07
1596100      2.42e-04      1.75e-05    1.0e-07
1596200      5.86e-06      4.23e-07    1.0e-07
1596300      3.25e-05      2.34e-06    1.0e-07
1596400      5.84e-05      4.21e-06    1.0e-07
1596500      5.74e-05      4.14e-06    1.0e-07
1596600      2.48e-05      1.79e-06    1.0e-07
1596700      2.47e-05      1.79e-06    1.0e-07
1596800      2.20e-05      1.59e-06    1.0e-07
1596900      5.17e-05      3.73e-06    1.0e-07
1597000      2.94e-05      2.12e-06    1.0e-07
1597100      1.09e-05      7.83e-07    1.0e-07
1597200      1.50e-05      1.08e-06    1.0e-07
1597300      1.62e-05      1.17e-06    1.0e-07
1597400      3.52e-05      2.54e-06    1.0e-07
1597500      9.34e-06      6.74e-07    1.0e-07
1597600      7.27e-06      5.24e-07    1.0e-07
1597700      9.59e-05      6.92e-06    1.0e-07
1597800      4.77e-05      3.44e-06    1.0e-07
1597900      1.36e-05      9.78e-07    1.0e-07
1598000      1.65e-04      1.19e-05    1.0e-07
1598100      2.05e-05      1.48e-06    1.0e-07
1598200      4.90e-05      3.54e-06    1.0e-07
1598300      1.23e-04      8.84e-06    1.0e-07
1598400      5.73e-05      4.13e-06    1.0e-07
1598500      1.61e-04      1.16e-05    1.0e-07
1598600      3.52e-05      2.54e-06    1.0e-07
1598700      2.36e-05      1.71e-06    1.0e-07
1598800      4.29e-05      3.10e-06    1.0e-07
1598900      1.70e-05      1.22e-06    1.0e-07
1599000      2.15e-05      1.55e-06    1.0e-07
1599100      3.23e-05      2.33e-06    1.0e-07
1599200      1.43e-05      1.03e-06    1.0e-07
1599300      1.69e-05      1.22e-06    1.0e-07
1599400      3.13e-05      2.26e-06    1.0e-07
1599500      1.53e-05      1.10e-06    1.0e-07
1599600      4.17e-05      3.01e-06    1.0e-07
1599700      1.75e-05      1.26e-06    1.0e-07
1599800      9.32e-06      6.73e-07    1.0e-07
1599900      5.37e-05      3.88e-06    1.0e-07
1600000      2.71e-05      1.96e-06    1.0e-07
1600100      5.77e-06      4.16e-07    1.0e-07
1600200      2.01e-05      1.45e-06    1.0e-07
1600300      2.96e-05      2.14e-06    1.0e-07
1600400      1.67e-04      1.20e-05    1.0e-07
1600500      7.29e-06      5.26e-07    1.0e-07
1600600      3.74e-06      2.70e-07    1.0e-07
1600700      3.64e-05      2.62e-06    1.0e-07
1600800      2.04e-05      1.47e-06    1.0e-07
1600900      1.52e-04      1.10e-05    1.0e-07
1601000      1.15e-05      8.31e-07    1.0e-07
1601100      1.44e-05      1.04e-06    1.0e-07
1601200      4.98e-06      3.59e-07    1.0e-07
1601300      9.82e-06      7.09e-07    1.0e-07
1601400      7.77e-05      5.61e-06    1.0e-07
1601500      6.20e-06      4.47e-07    1.0e-07
1601600      3.55e-05      2.56e-06    1.0e-07
1601700      1.33e-04      9.60e-06    1.0e-07
1601800      4.77e-05      3.44e-06    1.0e-07
1601900      9.78e-05      7.05e-06    1.0e-07
1602000      2.11e-05      1.52e-06    1.0e-07
1602100      2.06e-05      1.49e-06    1.0e-07
1602200      3.10e-05      2.24e-06    1.0e-07
1602300      2.02e-05      1.46e-06    1.0e-07
1602400      7.92e-05      5.72e-06    1.0e-07
1602500      2.24e-05      1.62e-06    1.0e-07
1602600      2.03e-05      1.46e-06    1.0e-07
1602700      1.09e-05      7.90e-07    1.0e-07
1602800      1.40e-05      1.01e-06    1.0e-07
1602900      5.81e-05      4.20e-06    1.0e-07
1603000      7.79e-06      5.63e-07    1.0e-07
1603100      1.69e-05      1.22e-06    1.0e-07
1603200      1.93e-05      1.40e-06    1.0e-07
1603300      2.09e-05      1.51e-06    1.0e-07
1603400      3.50e-06      2.53e-07    1.0e-07
1603500      5.15e-06      3.71e-07    1.0e-07
1603600      1.84e-04      1.32e-05    1.0e-07
1603700      9.38e-06      6.77e-07    1.0e-07
1603800      1.00e-05      7.23e-07    1.0e-07
1603900      2.42e-04      1.75e-05    1.0e-07
1604000      4.96e-05      3.58e-06    1.0e-07
1604100      8.24e-06      5.95e-07    1.0e-07
1604200      4.21e-05      3.04e-06    1.0e-07
1604300      9.98e-06      7.20e-07    1.0e-07
1604400      6.36e-05      4.59e-06    1.0e-07
1604500      1.27e-05      9.14e-07    1.0e-07
1604600      2.48e-05      1.79e-06    1.0e-07
1604700      2.25e-05      1.63e-06    1.0e-07
1604800      2.38e-05      1.72e-06    1.0e-07
1604900      5.76e-06      4.16e-07    1.0e-07
1605000      1.75e-04      1.26e-05    9.7e-08
1605100      2.32e-05      1.68e-06    9.7e-08
1605200      1.33e-05      9.63e-07    9.7e-08
1605300      5.71e-05      4.12e-06    9.7e-08
1605400      1.24e-05      8.97e-07    9.7e-08
1605500      1.94e-05      1.40e-06    9.7e-08
1605600      2.24e-05      1.61e-06    9.7e-08
1605700      1.40e-05      1.01e-06    9.7e-08
1605800      6.22e-05      4.49e-06    9.7e-08
1605900      6.66e-05      4.81e-06    9.7e-08
1606000      1.08e-05      7.77e-07    9.7e-08
1606100      1.32e-05      9.50e-07    9.7e-08
1606200      3.23e-05      2.33e-06    9.7e-08
1606300      1.14e-05      8.24e-07    9.7e-08
1606400      1.19e-05      8.59e-07    9.7e-08
1606500      2.70e-05      1.95e-06    9.7e-08
1606600      1.26e-05      9.12e-07    9.7e-08
1606700      8.82e-06      6.37e-07    9.7e-08
1606800      7.38e-06      5.32e-07    9.7e-08
1606900      3.54e-05      2.55e-06    9.7e-08
1607000      2.39e-05      1.72e-06    9.7e-08
1607100      3.21e-06      2.32e-07    9.7e-08
1607200      1.25e-05      9.00e-07    9.7e-08
1607300      1.11e-05      7.99e-07    9.7e-08
1607400      3.44e-04      2.48e-05    9.7e-08
1607500      1.22e-05      8.81e-07    9.7e-08
1607600      1.80e-05      1.30e-06    9.7e-08
1607700      1.54e-05      1.11e-06    9.7e-08
1607800      3.75e-05      2.70e-06    9.7e-08
1607900      1.99e-05      1.43e-06    9.7e-08
1608000      2.52e-05      1.82e-06    9.7e-08
1608100      1.76e-04      1.27e-05    9.7e-08
1608200      2.13e-05      1.54e-06    9.7e-08
1608300      2.44e-05      1.76e-06    9.7e-08
1608400      3.59e-05      2.59e-06    9.7e-08
1608500      3.20e-05      2.31e-06    9.7e-08
1608600      1.29e-05      9.27e-07    9.7e-08
1608700      4.57e-05      3.30e-06    9.7e-08
1608800      8.60e-06      6.20e-07    9.7e-08
1608900      1.48e-05      1.07e-06    9.7e-08
1609000      1.82e-04      1.31e-05    9.7e-08
1609100      1.12e-05      8.10e-07    9.7e-08
1609200      1.53e-05      1.10e-06    9.7e-08
1609300      1.50e-05      1.09e-06    9.7e-08
1609400      1.58e-05      1.14e-06    9.7e-08
1609500      1.15e-05      8.31e-07    9.7e-08
1609600      1.11e-05      8.04e-07    9.7e-08
1609700      4.79e-05      3.46e-06    9.7e-08
1609800      1.25e-05      9.02e-07    9.7e-08
1609900      1.26e-05      9.06e-07    9.7e-08
1610000      1.72e-05      1.24e-06    9.4e-08
1610100      3.09e-05      2.23e-06    9.4e-08
1610200      2.56e-04      1.85e-05    9.4e-08
1610300      2.42e-05      1.75e-06    9.4e-08
1610400      1.04e-05      7.49e-07    9.4e-08
1610500      5.16e-05      3.72e-06    9.4e-08
1610600      8.17e-06      5.89e-07    9.4e-08
1610700      5.27e-05      3.80e-06    9.4e-08
1610800      9.90e-06      7.15e-07    9.4e-08
1610900      1.07e-05      7.70e-07    9.4e-08
1611000      7.44e-06      5.37e-07    9.4e-08
1611100      6.49e-05      4.69e-06    9.4e-08
1611200      1.17e-05      8.42e-07    9.4e-08
1611300      4.96e-06      3.58e-07    9.4e-08
1611400      2.88e-05      2.08e-06    9.4e-08
1611500      1.67e-05      1.21e-06    9.4e-08
1611600      2.65e-05      1.92e-06    9.4e-08
1611700      9.06e-06      6.54e-07    9.4e-08
1611800      1.18e-05      8.52e-07    9.4e-08
1611900      2.68e-05      1.93e-06    9.4e-08
1612000      5.08e-06      3.67e-07    9.4e-08
1612100      3.22e-05      2.33e-06    9.4e-08
1612200      2.09e-05      1.51e-06    9.4e-08
1612300      1.39e-05      1.00e-06    9.4e-08
1612400      1.35e-05      9.76e-07    9.4e-08
1612500      8.16e-06      5.89e-07    9.4e-08
1612600      1.65e-05      1.19e-06    9.4e-08
1612700      1.96e-05      1.42e-06    9.4e-08
1612800      2.93e-05      2.11e-06    9.4e-08
1612900      1.23e-05      8.88e-07    9.4e-08
1613000      1.93e-05      1.39e-06    9.4e-08
1613100      1.79e-05      1.29e-06    9.4e-08
1613200      3.76e-05      2.71e-06    9.4e-08
1613300      1.10e-05      7.93e-07    9.4e-08
1613400      2.26e-05      1.63e-06    9.4e-08
1613500      1.14e-04      8.23e-06    9.4e-08
1613600      2.32e-05      1.67e-06    9.4e-08
1613700      3.67e-05      2.65e-06    9.4e-08
1613800      4.04e-05      2.92e-06    9.4e-08
1613900      1.59e-05      1.15e-06    9.4e-08
1614000      2.50e-05      1.81e-06    9.4e-08
1614100      1.01e-05      7.27e-07    9.4e-08
1614200      2.01e-05      1.45e-06    9.4e-08
1614300      3.81e-05      2.75e-06    9.4e-08
1614400      9.38e-06      6.77e-07    9.4e-08
1614500      3.46e-05      2.49e-06    9.4e-08
1614600      4.20e-06      3.03e-07    9.4e-08
1614700      2.00e-05      1.44e-06    9.4e-08
1614800      2.92e-05      2.11e-06    9.4e-08
1614900      1.91e-05      1.38e-06    9.4e-08
1615000      4.39e-05      3.17e-06    9.2e-08
1615100      2.06e-05      1.49e-06    9.2e-08
1615200      1.02e-05      7.35e-07    9.2e-08
1615300      1.58e-05      1.14e-06    9.2e-08
1615400      3.28e-05      2.37e-06    9.2e-08
1615500      2.23e-05      1.61e-06    9.2e-08
1615600      3.17e-05      2.29e-06    9.2e-08
1615700      1.77e-05      1.27e-06    9.2e-08
1615800      1.18e-04      8.52e-06    9.2e-08
1615900      1.70e-04      1.23e-05    9.2e-08
1616000      2.46e-05      1.78e-06    9.2e-08
1616100      1.96e-05      1.42e-06    9.2e-08
1616200      4.45e-05      3.21e-06    9.2e-08
1616300      2.50e-05      1.80e-06    9.2e-08
1616400      9.50e-06      6.86e-07    9.2e-08
1616500      1.17e-04      8.45e-06    9.2e-08
1616600      9.57e-06      6.91e-07    9.2e-08
1616700      6.68e-05      4.82e-06    9.2e-08
1616800      4.36e-05      3.15e-06    9.2e-08
1616900      1.41e-04      1.02e-05    9.2e-08
1617000      5.30e-06      3.83e-07    9.2e-08
1617100      1.09e-05      7.84e-07    9.2e-08
1617200      4.64e-05      3.35e-06    9.2e-08
1617300      1.05e-05      7.57e-07    9.2e-08
1617400      7.64e-05      5.51e-06    9.2e-08
1617500      1.14e-05      8.19e-07    9.2e-08
1617600      8.01e-06      5.78e-07    9.2e-08
1617700      8.19e-05      5.91e-06    9.2e-08
1617800      1.14e-04      8.24e-06    9.2e-08
1617900      5.64e-06      4.07e-07    9.2e-08
1618000      2.25e-05      1.63e-06    9.2e-08
1618100      4.60e-05      3.32e-06    9.2e-08
1618200      1.44e-05      1.04e-06    9.2e-08
1618300      3.33e-05      2.40e-06    9.2e-08
1618400      1.41e-05      1.02e-06    9.2e-08
1618500      1.64e-05      1.18e-06    9.2e-08
1618600      2.36e-05      1.70e-06    9.2e-08
1618700      4.30e-05      3.10e-06    9.2e-08
1618800      1.77e-04      1.28e-05    9.2e-08
1618900      1.26e-05      9.08e-07    9.2e-08
1619000      8.60e-06      6.21e-07    9.2e-08
1619100      3.71e-05      2.68e-06    9.2e-08
1619200      1.22e-05      8.79e-07    9.2e-08
1619300      1.46e-05      1.06e-06    9.2e-08
1619400      1.55e-05      1.12e-06    9.2e-08
1619500      1.55e-05      1.12e-06    9.2e-08
1619600      7.83e-05      5.65e-06    9.2e-08
1619700      9.48e-06      6.84e-07    9.2e-08
1619800      2.91e-05      2.10e-06    9.2e-08
1619900      3.09e-05      2.23e-06    9.2e-08
1620000      5.25e-06      3.79e-07    8.9e-08
1620100      1.94e-05      1.40e-06    8.9e-08
1620200      7.64e-05      5.51e-06    8.9e-08
1620300      3.35e-05      2.42e-06    8.9e-08
1620400      1.48e-05      1.07e-06    8.9e-08
1620500      9.64e-06      6.96e-07    8.9e-08
1620600      1.72e-05      1.24e-06    8.9e-08
1620700      3.27e-05      2.36e-06    8.9e-08
1620800      3.76e-05      2.71e-06    8.9e-08
1620900      5.19e-06      3.75e-07    8.9e-08
1621000      1.03e-04      7.45e-06    8.9e-08
1621100      1.28e-05      9.21e-07    8.9e-08
1621200      1.53e-05      1.11e-06    8.9e-08
1621300      1.35e-04      9.76e-06    8.9e-08
1621400      8.93e-06      6.44e-07    8.9e-08
1621500      5.28e-05      3.81e-06    8.9e-08
1621600      1.09e-05      7.89e-07    8.9e-08
1621700      7.00e-05      5.06e-06    8.9e-08
1621800      4.92e-06      3.55e-07    8.9e-08
1621900      5.86e-06      4.23e-07    8.9e-08
1622000      1.74e-05      1.25e-06    8.9e-08
1622100      4.63e-05      3.34e-06    8.9e-08
1622200      3.68e-05      2.66e-06    8.9e-08
1622300      1.50e-05      1.09e-06    8.9e-08
1622400      1.25e-05      9.02e-07    8.9e-08
1622500      2.03e-05      1.46e-06    8.9e-08
1622600      2.03e-05      1.47e-06    8.9e-08
1622700      1.97e-05      1.42e-06    8.9e-08
1622800      1.52e-05      1.09e-06    8.9e-08
1622900      2.29e-05      1.65e-06    8.9e-08
1623000      1.66e-05      1.20e-06    8.9e-08
1623100      7.91e-05      5.71e-06    8.9e-08
1623200      1.94e-05      1.40e-06    8.9e-08
1623300      8.30e-06      5.99e-07    8.9e-08
1623400      1.30e-05      9.40e-07    8.9e-08
1623500      3.87e-05      2.79e-06    8.9e-08
1623600      4.16e-06      3.01e-07    8.9e-08
1623700      2.72e-05      1.96e-06    8.9e-08
1623800      1.10e-05      7.96e-07    8.9e-08
1623900      1.97e-05      1.42e-06    8.9e-08
1624000      5.29e-05      3.82e-06    8.9e-08
1624100      1.48e-05      1.07e-06    8.9e-08
1624200      1.94e-05      1.40e-06    8.9e-08
1624300      3.51e-05      2.53e-06    8.9e-08
1624400      5.84e-05      4.21e-06    8.9e-08
1624500      1.45e-05      1.05e-06    8.9e-08
1624600      1.68e-05      1.21e-06    8.9e-08
1624700      1.43e-05      1.03e-06    8.9e-08
1624800      7.44e-05      5.37e-06    8.9e-08
1624900      1.04e-05      7.48e-07    8.9e-08
1625000      3.18e-05      2.30e-06    8.7e-08
1625100      2.03e-05      1.47e-06    8.7e-08
1625200      1.59e-05      1.15e-06    8.7e-08
1625300      2.12e-05      1.53e-06    8.7e-08
1625400      4.77e-05      3.44e-06    8.7e-08
1625500      9.07e-06      6.55e-07    8.7e-08
1625600      7.83e-05      5.65e-06    8.7e-08
1625700      5.05e-05      3.64e-06    8.7e-08
1625800      1.23e-05      8.84e-07    8.7e-08
1625900      3.32e-05      2.40e-06    8.7e-08
1626000      4.48e-05      3.23e-06    8.7e-08
1626100      1.47e-04      1.06e-05    8.7e-08
1626200      2.13e-05      1.54e-06    8.7e-08
1626300      2.24e-05      1.62e-06    8.7e-08
1626400      1.61e-05      1.16e-06    8.7e-08
1626500      1.41e-05      1.02e-06    8.7e-08
1626600      1.92e-05      1.38e-06    8.7e-08
1626700      2.54e-05      1.83e-06    8.7e-08
