# step       rmse_trn   rmse_gl_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
 422200      8.76e-03      6.32e-04    8.9e-05
 422300      7.99e-03      5.77e-04    8.9e-05
 422400      1.20e-02      8.66e-04    8.9e-05
 422500      4.83e-03      3.48e-04    8.9e-05
 422600      8.36e-03      6.04e-04    8.9e-05
 422700      8.02e-03      5.79e-04    8.9e-05
 422800      5.16e-03      3.72e-04    8.9e-05
 422900      7.59e-03      5.48e-04    8.9e-05
 423000      6.47e-03      4.67e-04    8.9e-05
 423100      8.74e-03      6.31e-04    8.9e-05
 423200      6.34e-03      4.57e-04    8.9e-05
 423300      6.72e-03      4.85e-04    8.9e-05
 423400      5.29e-03      3.82e-04    8.9e-05
 423500      1.69e-02      1.22e-03    8.9e-05
 423600      5.82e-03      4.20e-04    8.9e-05
 423700      8.24e-03      5.95e-04    8.9e-05
 423800      7.20e-03      5.20e-04    8.9e-05
 423900      2.23e-03      1.61e-04    8.9e-05
 424000      2.08e-03      1.50e-04    8.9e-05
 424100      7.38e-03      5.32e-04    8.9e-05
 424200      1.01e-02      7.28e-04    8.9e-05
 424300      8.94e-03      6.45e-04    8.9e-05
 424400      4.09e-03      2.96e-04    8.9e-05
 424500      4.39e-03      3.17e-04    8.9e-05
 424600      8.14e-03      5.87e-04    8.9e-05
 424700      1.37e-02      9.88e-04    8.9e-05
 424800      6.71e-03      4.84e-04    8.9e-05
 424900      7.45e-03      5.38e-04    8.9e-05
 425000      3.23e-03      2.33e-04    8.7e-05
 425100      3.16e-03      2.28e-04    8.7e-05
 425200      6.76e-03      4.88e-04    8.7e-05
 425300      3.97e-03      2.87e-04    8.7e-05
 425400      4.21e-03      3.04e-04    8.7e-05
 425500      6.18e-03      4.46e-04    8.7e-05
 425600      5.25e-03      3.79e-04    8.7e-05
 425700      8.25e-03      5.96e-04    8.7e-05
 425800      5.84e-03      4.22e-04    8.7e-05
 425900      4.55e-03      3.28e-04    8.7e-05
 426000      3.18e-03      2.30e-04    8.7e-05
 426100      6.07e-03      4.38e-04    8.7e-05
 426200      5.93e-03      4.28e-04    8.7e-05
 426300      3.38e-03      2.44e-04    8.7e-05
 426400      4.59e-03      3.31e-04    8.7e-05
 426500      1.01e-02      7.27e-04    8.7e-05
 426600      3.96e-03      2.86e-04    8.7e-05
 426700      6.72e-03      4.85e-04    8.7e-05
 426800      7.95e-03      5.74e-04    8.7e-05
 426900      7.26e-03      5.24e-04    8.7e-05
 427000      7.66e-03      5.52e-04    8.7e-05
 427100      4.32e-03      3.12e-04    8.7e-05
 427200      9.28e-03      6.70e-04    8.7e-05
 427300      4.67e-03      3.37e-04    8.7e-05
 427400      8.53e-03      6.16e-04    8.7e-05
 427500      7.54e-03      5.44e-04    8.7e-05
 427600      7.56e-03      5.46e-04    8.7e-05
 427700      5.71e-03      4.12e-04    8.7e-05
 427800      5.08e-03      3.67e-04    8.7e-05
 427900      4.22e-03      3.05e-04    8.7e-05
 428000      6.14e-03      4.43e-04    8.7e-05
 428100      5.80e-03      4.19e-04    8.7e-05
 428200      4.44e-03      3.20e-04    8.7e-05
 428300      4.99e-03      3.60e-04    8.7e-05
 428400      3.27e-03      2.36e-04    8.7e-05
 428500      6.61e-03      4.77e-04    8.7e-05
 428600      1.65e-02      1.19e-03    8.7e-05
 428700      7.30e-03      5.27e-04    8.7e-05
 428800      6.54e-03      4.72e-04    8.7e-05
 428900      7.56e-03      5.46e-04    8.7e-05
 429000      6.99e-03      5.04e-04    8.7e-05
 429100      9.28e-03      6.70e-04    8.7e-05
 429200      3.13e-03      2.26e-04    8.7e-05
 429300      7.12e-03      5.14e-04    8.7e-05
 429400      4.03e-03      2.91e-04    8.7e-05
 429500      5.49e-03      3.97e-04    8.7e-05
 429600      6.74e-03      4.86e-04    8.7e-05
 429700      4.44e-03      3.20e-04    8.7e-05
 429800      5.69e-03      4.11e-04    8.7e-05
 429900      6.96e-03      5.02e-04    8.7e-05
 430000      8.66e-03      6.25e-04    8.4e-05
 430100      5.88e-03      4.24e-04    8.4e-05
 430200      6.09e-03      4.40e-04    8.4e-05
 430300      4.85e-03      3.50e-04    8.4e-05
 430400      4.20e-03      3.03e-04    8.4e-05
 430500      6.21e-03      4.48e-04    8.4e-05
 430600      3.92e-03      2.83e-04    8.4e-05
 430700      6.77e-03      4.88e-04    8.4e-05
 430800      4.65e-03      3.36e-04    8.4e-05
 430900      7.13e-03      5.15e-04    8.4e-05
 431000      5.40e-03      3.90e-04    8.4e-05
 431100      7.67e-03      5.54e-04    8.4e-05
 431200      4.96e-03      3.58e-04    8.4e-05
 431300      4.59e-03      3.32e-04    8.4e-05
 431400      6.26e-03      4.52e-04    8.4e-05
 431500      8.20e-03      5.91e-04    8.4e-05
 431600      4.07e-03      2.94e-04    8.4e-05
 431700      6.67e-03      4.81e-04    8.4e-05
 431800      6.36e-03      4.59e-04    8.4e-05
 431900      6.93e-03      5.00e-04    8.4e-05
 432000      5.69e-03      4.10e-04    8.4e-05
 432100      1.72e-03      1.24e-04    8.4e-05
 432200      2.24e-03      1.62e-04    8.4e-05
 432300      6.22e-03      4.49e-04    8.4e-05
 432400      1.10e-02      7.95e-04    8.4e-05
 432500      3.91e-03      2.83e-04    8.4e-05
 432600      2.54e-03      1.83e-04    8.4e-05
 432700      3.46e-03      2.49e-04    8.4e-05
 432800      6.15e-03      4.44e-04    8.4e-05
 432900      1.12e-02      8.10e-04    8.4e-05
 433000      3.46e-03      2.49e-04    8.4e-05
 433100      6.70e-03      4.83e-04    8.4e-05
 433200      5.23e-03      3.77e-04    8.4e-05
 433300      4.62e-03      3.33e-04    8.4e-05
 433400      5.80e-03      4.18e-04    8.4e-05
 433500      8.18e-03      5.90e-04    8.4e-05
 433600      6.55e-03      4.73e-04    8.4e-05
 433700      5.60e-03      4.04e-04    8.4e-05
 433800      7.82e-03      5.65e-04    8.4e-05
 433900      5.89e-03      4.25e-04    8.4e-05
 434000      4.36e-03      3.15e-04    8.4e-05
 434100      6.60e-03      4.76e-04    8.4e-05
 434200      4.80e-03      3.46e-04    8.4e-05
 434300      6.94e-03      5.01e-04    8.4e-05
 434400      4.23e-03      3.05e-04    8.4e-05
 434500      5.76e-03      4.16e-04    8.4e-05
 434600      4.99e-03      3.60e-04    8.4e-05
 434700      3.95e-03      2.85e-04    8.4e-05
 434800      3.32e-03      2.39e-04    8.4e-05
 434900      4.66e-03      3.36e-04    8.4e-05
 435000      5.13e-03      3.70e-04    8.2e-05
 435100      5.25e-03      3.79e-04    8.2e-05
 435200      4.47e-03      3.23e-04    8.2e-05
 435300      9.01e-03      6.50e-04    8.2e-05
 435400      8.10e-03      5.85e-04    8.2e-05
 435500      1.75e-02      1.26e-03    8.2e-05
 435600      6.76e-03      4.88e-04    8.2e-05
 435700      7.62e-03      5.50e-04    8.2e-05
 435800      4.68e-03      3.38e-04    8.2e-05
 435900      2.45e-03      1.77e-04    8.2e-05
 436000      4.81e-03      3.47e-04    8.2e-05
 436100      6.27e-03      4.53e-04    8.2e-05
 436200      3.94e-03      2.84e-04    8.2e-05
 436300      5.73e-03      4.13e-04    8.2e-05
 436400      8.53e-03      6.16e-04    8.2e-05
 436500      2.19e-03      1.58e-04    8.2e-05
 436600      5.06e-03      3.65e-04    8.2e-05
 436700      5.32e-03      3.84e-04    8.2e-05
 436800      3.44e-03      2.48e-04    8.2e-05
 436900      1.08e-02      7.76e-04    8.2e-05
 437000      9.86e-03      7.11e-04    8.2e-05
 437100      3.64e-03      2.63e-04    8.2e-05
 437200      4.81e-03      3.47e-04    8.2e-05
 437300      6.75e-03      4.87e-04    8.2e-05
 437400      7.08e-03      5.11e-04    8.2e-05
 437500      1.14e-02      8.23e-04    8.2e-05
 437600      5.88e-03      4.24e-04    8.2e-05
 437700      6.82e-03      4.93e-04    8.2e-05
 437800      6.63e-03      4.78e-04    8.2e-05
 437900      2.44e-03      1.76e-04    8.2e-05
 438000      5.43e-03      3.92e-04    8.2e-05
 438100      6.28e-03      4.53e-04    8.2e-05
 438200      5.98e-03      4.32e-04    8.2e-05
 438300      5.01e-03      3.62e-04    8.2e-05
 438400      3.99e-03      2.88e-04    8.2e-05
 438500      4.38e-03      3.16e-04    8.2e-05
 438600      8.90e-03      6.43e-04    8.2e-05
 438700      4.50e-03      3.25e-04    8.2e-05
 438800      5.99e-03      4.32e-04    8.2e-05
 438900      6.75e-03      4.87e-04    8.2e-05
 439000      5.64e-03      4.07e-04    8.2e-05
 439100      7.09e-03      5.12e-04    8.2e-05
 439200      5.09e-03      3.68e-04    8.2e-05
 439300      6.62e-03      4.78e-04    8.2e-05
 439400      3.96e-03      2.86e-04    8.2e-05
 439500      2.96e-03      2.14e-04    8.2e-05
 439600      4.82e-03      3.48e-04    8.2e-05
 439700      7.71e-03      5.57e-04    8.2e-05
 439800      3.96e-03      2.86e-04    8.2e-05
 439900      5.33e-03      3.85e-04    8.2e-05
 440000      8.00e-03      5.77e-04    7.9e-05
 440100      3.53e-03      2.54e-04    7.9e-05
 440200      4.45e-03      3.21e-04    7.9e-05
 440300      3.07e-03      2.21e-04    7.9e-05
 440400      2.88e-03      2.08e-04    7.9e-05
 440500      4.47e-03      3.23e-04    7.9e-05
 440600      4.64e-03      3.35e-04    7.9e-05
 440700      5.19e-03      3.75e-04    7.9e-05
 440800      3.03e-03      2.19e-04    7.9e-05
 440900      4.20e-03      3.03e-04    7.9e-05
 441000      5.52e-03      3.98e-04    7.9e-05
 441100      4.13e-03      2.98e-04    7.9e-05
 441200      6.49e-03      4.68e-04    7.9e-05
 441300      1.15e-02      8.31e-04    7.9e-05
 441400      4.86e-03      3.50e-04    7.9e-05
 441500      5.08e-03      3.67e-04    7.9e-05
 441600      4.97e-03      3.58e-04    7.9e-05
 441700      9.60e-03      6.93e-04    7.9e-05
 441800      3.99e-03      2.88e-04    7.9e-05
 441900      6.42e-03      4.64e-04    7.9e-05
 442000      5.23e-03      3.77e-04    7.9e-05
 442100      5.09e-03      3.67e-04    7.9e-05
 442200      5.48e-03      3.96e-04    7.9e-05
 442300      7.22e-03      5.21e-04    7.9e-05
 442400      3.30e-03      2.38e-04    7.9e-05
 442500      8.47e-03      6.11e-04    7.9e-05
 442600      1.20e-02      8.70e-04    7.9e-05
 442700      8.42e-03      6.08e-04    7.9e-05
 442800      5.14e-03      3.71e-04    7.9e-05
 442900      7.41e-03      5.35e-04    7.9e-05
 443000      2.37e-03      1.71e-04    7.9e-05
 443100      3.81e-03      2.75e-04    7.9e-05
 443200      2.20e-03      1.59e-04    7.9e-05
 443300      5.76e-03      4.16e-04    7.9e-05
 443400      9.54e-03      6.88e-04    7.9e-05
 443500      5.13e-03      3.70e-04    7.9e-05
 443600      4.54e-03      3.27e-04    7.9e-05
 443700      4.25e-03      3.07e-04    7.9e-05
 443800      3.25e-03      2.35e-04    7.9e-05
 443900      9.44e-03      6.82e-04    7.9e-05
 444000      5.33e-03      3.85e-04    7.9e-05
 444100      3.38e-03      2.44e-04    7.9e-05
 444200      3.50e-03      2.53e-04    7.9e-05
 444300      4.42e-03      3.19e-04    7.9e-05
 444400      8.59e-03      6.20e-04    7.9e-05
 444500      6.19e-03      4.46e-04    7.9e-05
 444600      5.06e-03      3.65e-04    7.9e-05
 444700      3.30e-03      2.38e-04    7.9e-05
 444800      1.45e-02      1.04e-03    7.9e-05
 444900      4.46e-03      3.22e-04    7.9e-05
 445000      6.50e-03      4.69e-04    7.7e-05
 445100      5.54e-03      4.00e-04    7.7e-05
 445200      8.48e-03      6.12e-04    7.7e-05
 445300      5.34e-03      3.85e-04    7.7e-05
 445400      3.76e-03      2.72e-04    7.7e-05
 445500      1.04e-02      7.48e-04    7.7e-05
 445600      5.67e-03      4.10e-04    7.7e-05
 445700      5.96e-03      4.30e-04    7.7e-05
 445800      4.50e-03      3.25e-04    7.7e-05
 445900      3.63e-03      2.62e-04    7.7e-05
 446000      4.88e-03      3.52e-04    7.7e-05
 446100      4.72e-03      3.40e-04    7.7e-05
 446200      6.12e-03      4.42e-04    7.7e-05
 446300      5.81e-03      4.20e-04    7.7e-05
 446400      3.18e-03      2.29e-04    7.7e-05
 446500      7.09e-03      5.12e-04    7.7e-05
 446600      4.48e-03      3.23e-04    7.7e-05
 446700      6.78e-03      4.90e-04    7.7e-05
 446800      4.38e-03      3.16e-04    7.7e-05
 446900      4.29e-03      3.09e-04    7.7e-05
 447000      5.19e-03      3.75e-04    7.7e-05
 447100      5.13e-03      3.70e-04    7.7e-05
 447200      3.62e-03      2.61e-04    7.7e-05
 447300      3.94e-03      2.85e-04    7.7e-05
 447400      5.16e-03      3.72e-04    7.7e-05
 447500      3.55e-03      2.57e-04    7.7e-05
 447600      6.74e-03      4.87e-04    7.7e-05
 447700      5.61e-03      4.05e-04    7.7e-05
 447800      4.19e-03      3.02e-04    7.7e-05
 447900      3.44e-03      2.48e-04    7.7e-05
 448000      4.98e-03      3.59e-04    7.7e-05
 448100      4.38e-03      3.16e-04    7.7e-05
 448200      6.24e-03      4.50e-04    7.7e-05
 448300      7.49e-03      5.41e-04    7.7e-05
 448400      4.37e-03      3.15e-04    7.7e-05
 448500      3.90e-03      2.81e-04    7.7e-05
 448600      4.07e-03      2.94e-04    7.7e-05
 448700      4.42e-03      3.19e-04    7.7e-05
 448800      4.89e-03      3.53e-04    7.7e-05
 448900      3.72e-03      2.68e-04    7.7e-05
 449000      7.97e-03      5.75e-04    7.7e-05
 449100      6.24e-03      4.51e-04    7.7e-05
 449200      4.23e-03      3.05e-04    7.7e-05
 449300      4.26e-03      3.07e-04    7.7e-05
 449400      4.09e-03      2.95e-04    7.7e-05
 449500      6.12e-03      4.42e-04    7.7e-05
 449600      7.58e-03      5.47e-04    7.7e-05
 449700      4.70e-03      3.39e-04    7.7e-05
 449800      3.81e-03      2.75e-04    7.7e-05
 449900      6.81e-03      4.92e-04    7.7e-05
 450000      6.33e-03      4.57e-04    7.5e-05
 450100      2.72e-03      1.96e-04    7.5e-05
 450200      5.04e-03      3.64e-04    7.5e-05
 450300      3.39e-03      2.45e-04    7.5e-05
 450400      8.47e-03      6.11e-04    7.5e-05
 450500      4.03e-03      2.91e-04    7.5e-05
 450600      6.10e-03      4.41e-04    7.5e-05
 450700      5.67e-03      4.09e-04    7.5e-05
 450800      2.91e-03      2.10e-04    7.5e-05
 450900      5.03e-03      3.63e-04    7.5e-05
 451000      6.33e-03      4.57e-04    7.5e-05
 451100      3.83e-03      2.77e-04    7.5e-05
 451200      6.04e-03      4.36e-04    7.5e-05
 451300      7.12e-03      5.14e-04    7.5e-05
 451400      5.15e-03      3.71e-04    7.5e-05
 451500      3.77e-03      2.72e-04    7.5e-05
 451600      6.37e-03      4.60e-04    7.5e-05
 451700      6.33e-03      4.57e-04    7.5e-05
 451800      3.39e-03      2.45e-04    7.5e-05
 451900      6.09e-03      4.40e-04    7.5e-05
 452000      5.34e-03      3.86e-04    7.5e-05
 452100      5.41e-03      3.90e-04    7.5e-05
 452200      6.03e-03      4.35e-04    7.5e-05
 452300      4.42e-03      3.19e-04    7.5e-05
 452400      3.46e-03      2.50e-04    7.5e-05
 452500      1.36e-03      9.82e-05    7.5e-05
 452600      4.16e-03      3.00e-04    7.5e-05
 452700      3.43e-03      2.47e-04    7.5e-05
 452800      3.29e-03      2.37e-04    7.5e-05
 452900      4.58e-03      3.30e-04    7.5e-05
 453000      3.90e-03      2.81e-04    7.5e-05
 453100      4.04e-03      2.91e-04    7.5e-05
 453200      5.83e-03      4.21e-04    7.5e-05
 453300      4.92e-03      3.55e-04    7.5e-05
 453400      5.15e-03      3.71e-04    7.5e-05
 453500      7.30e-03      5.27e-04    7.5e-05
 453600      4.73e-03      3.42e-04    7.5e-05
 453700      1.84e-03      1.33e-04    7.5e-05
 453800      6.64e-03      4.79e-04    7.5e-05
 453900      6.05e-03      4.37e-04    7.5e-05
 454000      4.42e-03      3.19e-04    7.5e-05
 454100      3.70e-03      2.67e-04    7.5e-05
 454200      5.61e-03      4.05e-04    7.5e-05
 454300      2.56e-03      1.85e-04    7.5e-05
 454400      3.55e-03      2.56e-04    7.5e-05
 454500      4.43e-03      3.20e-04    7.5e-05
 454600      3.42e-03      2.47e-04    7.5e-05
 454700      2.84e-03      2.05e-04    7.5e-05
 454800      6.65e-03      4.80e-04    7.5e-05
 454900      7.09e-03      5.11e-04    7.5e-05
 455000      7.09e-03      5.11e-04    7.3e-05
 455100      3.67e-03      2.65e-04    7.3e-05
 455200      5.26e-03      3.80e-04    7.3e-05
 455300      4.15e-03      2.99e-04    7.3e-05
 455400      4.30e-03      3.11e-04    7.3e-05
 455500      4.42e-03      3.19e-04    7.3e-05
 455600      3.17e-03      2.29e-04    7.3e-05
 455700      4.50e-03      3.25e-04    7.3e-05
 455800      3.81e-03      2.75e-04    7.3e-05
 455900      3.92e-03      2.83e-04    7.3e-05
 456000      5.43e-03      3.92e-04    7.3e-05
 456100      6.28e-03      4.53e-04    7.3e-05
 456200      3.02e-03      2.18e-04    7.3e-05
 456300      5.66e-03      4.08e-04    7.3e-05
 456400      5.12e-03      3.69e-04    7.3e-05
 456500      3.00e-03      2.17e-04    7.3e-05
 456600      4.77e-03      3.45e-04    7.3e-05
 456700      5.19e-03      3.74e-04    7.3e-05
 456800      5.98e-03      4.32e-04    7.3e-05
 456900      4.39e-03      3.17e-04    7.3e-05
 457000      3.48e-03      2.51e-04    7.3e-05
 457100      7.77e-03      5.61e-04    7.3e-05
 457200      5.37e-03      3.87e-04    7.3e-05
 457300      6.98e-03      5.04e-04    7.3e-05
 457400      3.59e-03      2.59e-04    7.3e-05
 457500      6.26e-03      4.52e-04    7.3e-05
 457600      4.86e-03      3.51e-04    7.3e-05
 457700      5.33e-03      3.85e-04    7.3e-05
 457800      6.79e-03      4.90e-04    7.3e-05
 457900      6.18e-03      4.46e-04    7.3e-05
 458000      5.61e-03      4.05e-04    7.3e-05
 458100      6.45e-03      4.65e-04    7.3e-05
 458200      5.64e-03      4.07e-04    7.3e-05
 458300      7.79e-03      5.62e-04    7.3e-05
 458400      4.78e-03      3.45e-04    7.3e-05
 458500      4.11e-03      2.96e-04    7.3e-05
 458600      5.86e-03      4.23e-04    7.3e-05
 458700      4.16e-03      3.00e-04    7.3e-05
 458800      3.10e-03      2.24e-04    7.3e-05
 458900      8.28e-03      5.98e-04    7.3e-05
 459000      3.20e-03      2.31e-04    7.3e-05
 459100      5.68e-03      4.10e-04    7.3e-05
 459200      2.58e-03      1.86e-04    7.3e-05
 459300      6.14e-03      4.43e-04    7.3e-05
 459400      4.65e-03      3.35e-04    7.3e-05
 459500      6.14e-03      4.43e-04    7.3e-05
 459600      5.64e-03      4.07e-04    7.3e-05
 459700      4.88e-03      3.52e-04    7.3e-05
 459800      4.18e-03      3.02e-04    7.3e-05
 459900      3.19e-03      2.31e-04    7.3e-05
 460000      2.83e-03      2.04e-04    7.1e-05
 460100      4.24e-03      3.06e-04    7.1e-05
 460200      3.72e-03      2.68e-04    7.1e-05
 460300      7.26e-03      5.24e-04    7.1e-05
 460400      5.38e-03      3.89e-04    7.1e-05
 460500      1.00e-02      7.25e-04    7.1e-05
 460600      3.76e-03      2.71e-04    7.1e-05
 460700      4.75e-03      3.43e-04    7.1e-05
 460800      5.82e-03      4.20e-04    7.1e-05
 460900      4.98e-03      3.59e-04    7.1e-05
 461000      2.59e-03      1.87e-04    7.1e-05
 461100      3.76e-03      2.71e-04    7.1e-05
 461200      5.45e-03      3.94e-04    7.1e-05
 461300      4.20e-03      3.03e-04    7.1e-05
 461400      3.90e-03      2.82e-04    7.1e-05
 461500      4.11e-03      2.97e-04    7.1e-05
 461600      5.15e-03      3.72e-04    7.1e-05
 461700      5.94e-03      4.29e-04    7.1e-05
 461800      4.38e-03      3.16e-04    7.1e-05
 461900      3.48e-03      2.51e-04    7.1e-05
 462000      6.42e-03      4.63e-04    7.1e-05
 462100      6.83e-03      4.93e-04    7.1e-05
 462200      4.76e-03      3.43e-04    7.1e-05
 462300      9.47e-04      6.83e-05    7.1e-05
 462400      1.47e-02      1.06e-03    7.1e-05
 462500      4.22e-03      3.05e-04    7.1e-05
 462600      4.19e-03      3.03e-04    7.1e-05
 462700      6.77e-03      4.88e-04    7.1e-05
 462800      5.25e-03      3.79e-04    7.1e-05
 462900      3.43e-03      2.47e-04    7.1e-05
 463000      3.94e-03      2.85e-04    7.1e-05
 463100      2.98e-03      2.15e-04    7.1e-05
 463200      4.93e-03      3.56e-04    7.1e-05
 463300      3.53e-03      2.55e-04    7.1e-05
 463400      3.76e-03      2.72e-04    7.1e-05
 463500      3.57e-03      2.58e-04    7.1e-05
 463600      3.23e-03      2.33e-04    7.1e-05
 463700      2.91e-03      2.10e-04    7.1e-05
 463800      5.90e-03      4.26e-04    7.1e-05
 463900      5.38e-03      3.88e-04    7.1e-05
 464000      2.72e-03      1.96e-04    7.1e-05
 464100      9.22e-03      6.65e-04    7.1e-05
 464200      5.90e-03      4.26e-04    7.1e-05
 464300      3.92e-03      2.83e-04    7.1e-05
 464400      3.92e-03      2.83e-04    7.1e-05
 464500      4.84e-03      3.49e-04    7.1e-05
 464600      3.46e-03      2.49e-04    7.1e-05
 464700      6.59e-03      4.76e-04    7.1e-05
 464800      2.75e-03      1.99e-04    7.1e-05
 464900      5.34e-03      3.85e-04    7.1e-05
 465000      4.35e-03      3.14e-04    6.9e-05
 465100      4.90e-03      3.54e-04    6.9e-05
 465200      3.69e-03      2.66e-04    6.9e-05
 465300      7.00e-03      5.05e-04    6.9e-05
 465400      2.95e-03      2.13e-04    6.9e-05
 465500      4.11e-03      2.97e-04    6.9e-05
 465600      5.58e-03      4.03e-04    6.9e-05
 465700      5.34e-03      3.86e-04    6.9e-05
 465800      5.55e-03      4.00e-04    6.9e-05
 465900      2.70e-03      1.95e-04    6.9e-05
 466000      2.27e-03      1.64e-04    6.9e-05
 466100      6.97e-03      5.03e-04    6.9e-05
 466200      5.39e-03      3.89e-04    6.9e-05
 466300      4.91e-03      3.54e-04    6.9e-05
 466400      5.34e-03      3.86e-04    6.9e-05
 466500      4.79e-03      3.45e-04    6.9e-05
 466600      4.49e-03      3.24e-04    6.9e-05
 466700      6.51e-03      4.70e-04    6.9e-05
 466800      5.00e-03      3.61e-04    6.9e-05
 466900      7.34e-03      5.30e-04    6.9e-05
 467000      4.88e-03      3.52e-04    6.9e-05
 467100      4.79e-03      3.46e-04    6.9e-05
 467200      2.43e-03      1.76e-04    6.9e-05
 467300      3.46e-03      2.50e-04    6.9e-05
 467400      4.72e-03      3.40e-04    6.9e-05
 467500      4.73e-03      3.41e-04    6.9e-05
 467600      3.84e-03      2.77e-04    6.9e-05
 467700      6.40e-03      4.62e-04    6.9e-05
 467800      3.62e-03      2.61e-04    6.9e-05
 467900      5.59e-03      4.04e-04    6.9e-05
 468000      3.30e-03      2.38e-04    6.9e-05
 468100      3.69e-03      2.66e-04    6.9e-05
 468200      1.72e-03      1.24e-04    6.9e-05
 468300      3.47e-03      2.51e-04    6.9e-05
 468400      7.42e-03      5.35e-04    6.9e-05
 468500      9.18e-03      6.63e-04    6.9e-05
 468600      4.60e-03      3.32e-04    6.9e-05
 468700      4.53e-03      3.27e-04    6.9e-05
 468800      4.92e-03      3.55e-04    6.9e-05
 468900      5.23e-03      3.78e-04    6.9e-05
 469000      3.20e-03      2.31e-04    6.9e-05
 469100      5.61e-03      4.05e-04    6.9e-05
 469200      4.25e-03      3.07e-04    6.9e-05
 469300      2.15e-03      1.55e-04    6.9e-05
 469400      4.19e-03      3.02e-04    6.9e-05
 469500      6.55e-03      4.73e-04    6.9e-05
 469600      2.37e-03      1.71e-04    6.9e-05
 469700      6.77e-03      4.88e-04    6.9e-05
 469800      8.06e-03      5.82e-04    6.9e-05
 469900      5.57e-03      4.02e-04    6.9e-05
 470000      5.18e-03      3.74e-04    6.7e-05
 470100      3.31e-03      2.39e-04    6.7e-05
 470200      5.52e-03      3.99e-04    6.7e-05
 470300      4.01e-03      2.90e-04    6.7e-05
 470400      5.39e-03      3.89e-04    6.7e-05
 470500      4.89e-03      3.53e-04    6.7e-05
 470600      6.55e-03      4.73e-04    6.7e-05
 470700      3.78e-03      2.73e-04    6.7e-05
 470800      3.58e-03      2.58e-04    6.7e-05
 470900      6.92e-03      4.99e-04    6.7e-05
 471000      6.72e-03      4.85e-04    6.7e-05
 471100      4.50e-03      3.25e-04    6.7e-05
 471200      4.00e-03      2.88e-04    6.7e-05
 471300      2.72e-03      1.97e-04    6.7e-05
 471400      3.38e-03      2.44e-04    6.7e-05
 471500      3.76e-03      2.71e-04    6.7e-05
 471600      3.79e-03      2.73e-04    6.7e-05
 471700      2.58e-03      1.86e-04    6.7e-05
 471800      3.71e-03      2.68e-04    6.7e-05
 471900      5.40e-03      3.89e-04    6.7e-05
 472000      7.14e-03      5.15e-04    6.7e-05
 472100      5.48e-03      3.95e-04    6.7e-05
 472200      4.80e-03      3.46e-04    6.7e-05
 472300      4.38e-03      3.16e-04    6.7e-05
 472400      3.62e-03      2.62e-04    6.7e-05
 472500      3.29e-03      2.38e-04    6.7e-05
 472600      5.16e-03      3.72e-04    6.7e-05
 472700      1.97e-03      1.42e-04    6.7e-05
 472800      4.81e-03      3.47e-04    6.7e-05
 472900      6.38e-03      4.60e-04    6.7e-05
 473000      1.05e-03      7.61e-05    6.7e-05
 473100      4.92e-03      3.55e-04    6.7e-05
 473200      4.00e-03      2.88e-04    6.7e-05
 473300      5.84e-03      4.21e-04    6.7e-05
 473400      5.34e-03      3.86e-04    6.7e-05
 473500      9.40e-03      6.78e-04    6.7e-05
 473600      9.62e-03      6.95e-04    6.7e-05
 473700      5.74e-03      4.14e-04    6.7e-05
 473800      8.54e-03      6.16e-04    6.7e-05
 473900      3.72e-03      2.69e-04    6.7e-05
 474000      5.64e-03      4.07e-04    6.7e-05
 474100      5.50e-03      3.97e-04    6.7e-05
 474200      4.22e-03      3.05e-04    6.7e-05
 474300      3.55e-03      2.56e-04    6.7e-05
 474400      3.77e-03      2.72e-04    6.7e-05
 474500      2.45e-03      1.77e-04    6.7e-05
 474600      6.02e-03      4.35e-04    6.7e-05
 474700      4.25e-03      3.07e-04    6.7e-05
 474800      7.43e-03      5.36e-04    6.7e-05
 474900      6.46e-03      4.66e-04    6.7e-05
 475000      3.89e-03      2.81e-04    6.5e-05
 475100      3.66e-03      2.64e-04    6.5e-05
 475200      2.38e-03      1.71e-04    6.5e-05
 475300      3.08e-03      2.22e-04    6.5e-05
 475400      5.56e-03      4.01e-04    6.5e-05
 475500      6.57e-03      4.74e-04    6.5e-05
 475600      3.82e-03      2.76e-04    6.5e-05
 475700      3.66e-03      2.64e-04    6.5e-05
 475800      4.37e-03      3.15e-04    6.5e-05
 475900      3.63e-03      2.62e-04    6.5e-05
 476000      6.56e-03      4.74e-04    6.5e-05
 476100      4.14e-03      2.99e-04    6.5e-05
 476200      7.44e-03      5.37e-04    6.5e-05
 476300      3.64e-03      2.62e-04    6.5e-05
 476400      4.09e-03      2.95e-04    6.5e-05
 476500      2.45e-03      1.77e-04    6.5e-05
 476600      5.47e-03      3.95e-04    6.5e-05
 476700      4.40e-03      3.17e-04    6.5e-05
 476800      4.73e-03      3.41e-04    6.5e-05
 476900      3.75e-03      2.71e-04    6.5e-05
 477000      7.06e-03      5.10e-04    6.5e-05
 477100      7.31e-03      5.28e-04    6.5e-05
 477200      3.65e-03      2.63e-04    6.5e-05
 477300      3.90e-03      2.81e-04    6.5e-05
 477400      3.17e-03      2.29e-04    6.5e-05
 477500      3.67e-03      2.65e-04    6.5e-05
 477600      2.31e-03      1.67e-04    6.5e-05
 477700      5.64e-03      4.07e-04    6.5e-05
 477800      5.41e-03      3.91e-04    6.5e-05
